node_id,is_fraud,ring_id,ring_type,is_vpn,is_datacenter,country_code,shared_user_count,abuse_score
60,1,33,2,0,0,156,0,77
61,1,34,2,1,0,840,0,63
62,1,34,2,0,0,840,0,68
63,1,35,2,0,1,156,0,45
64,1,36,2,1,1,840,0,65
65,1,36,2,1,0,156,0,50
66,1,37,2,1,0,156,0,43
67,1,38,2,1,1,156,0,88
68,1,39,2,0,1,156,0,70
69,1,40,2,0,0,840,0,45
70,1,40,2,1,0,840,0,75
71,1,41,2,1,0,156,0,45
72,1,42,2,0,0,156,0,70
73,1,43,2,1,0,156,0,72
74,1,43,2,1,1,156,0,62
75,1,44,2,0,1,156,0,63
76,1,44,2,1,0,156,0,86
77,1,45,2,0,1,840,0,69
78,1,45,2,1,0,156,0,70
79,1,46,2,1,0,156,0,68
80,1,47,2,1,1,156,0,68
81,1,48,2,0,0,840,0,89
82,1,48,2,0,0,840,0,62
83,1,49,2,0,1,840,0,58
84,1,49,2,1,0,156,0,50
85,1,50,2,0,0,156,0,74
86,1,51,2,1,0,840,0,42
87,1,52,2,0,1,156,0,71
88,1,52,2,0,0,156,0,71
89,1,53,2,1,1,840,0,41
90,1,53,2,0,0,156,0,44
91,1,54,2,0,1,156,0,52
92,1,54,2,0,0,156,0,62
93,1,55,3,1,1,642,0,94
94,1,55,3,1,1,804,0,81
95,1,55,3,1,1,356,0,86
96,1,55,3,0,0,642,0,95
97,1,55,3,1,0,642,0,95
98,1,56,3,1,1,804,0,61
99,1,56,3,0,1,804,0,97
100,1,56,3,1,1,788,0,83
101,1,56,3,0,0,642,0,78
102,1,56,3,1,0,156,0,96
103,1,56,3,1,1,788,0,87
104,1,56,3,0,1,642,0,61
105,1,57,3,1,0,788,0,82
106,1,57,3,0,0,156,0,98
107,1,57,3,1,1,788,0,89
108,1,57,3,1,1,788,0,87
109,1,57,3,1,0,356,0,87
110,1,57,3,1,1,788,0,72
111,1,57,3,1,1,642,0,74
112,1,57,3,1,0,804,0,84
113,1,58,3,1,0,156,0,72
114,1,58,3,0,1,642,0,94
115,1,58,3,1,0,642,0,94
116,1,58,3,0,0,156,0,91
117,1,58,3,1,1,642,0,91
118,1,58,3,0,0,156,0,80
119,1,58,3,1,1,156,0,95
120,1,59,3,1,1,356,0,61
121,1,59,3,1,0,356,0,71
122,1,60,3,1,1,642,0,87
123,1,60,3,1,1,356,0,79
124,1,60,3,1,0,156,0,76
125,1,60,3,0,1,788,0,76
126,1,60,3,1,1,788,0,95
127,1,60,3,1,1,642,0,81
128,1,60,3,0,1,642,0,92
129,1,60,3,1,1,156,0,88
130,1,60,3,1,1,788,0,82
131,1,61,3,1,1,788,0,60
132,1,61,3,0,1,156,0,74
133,1,62,3,1,1,156,0,73
134,1,62,3,0,0,156,0,95
135,1,62,3,0,1,356,0,79
136,1,63,3,1,0,356,0,68
137,1,63,3,0,0,156,0,89
138,1,63,3,0,1,642,0,81
139,1,63,3,1,0,804,0,69
140,1,63,3,1,0,156,0,78
141,1,63,3,1,1,804,0,83
142,1,64,3,0,1,804,0,91
143,1,64,3,1,1,156,0,83
144,1,64,3,1,1,642,0,92
145,1,64,3,0,0,804,0,97
146,1,65,3,0,0,642,0,79
147,1,65,3,1,1,804,0,77
148,1,66,3,1,0,356,0,74
149,1,66,3,1,1,356,0,75
150,1,67,3,1,0,804,0,99
151,1,67,3,1,1,804,0,79
152,1,67,3,1,0,788,0,80
153,1,67,3,1,0,356,0,74
154,1,68,3,1,0,642,0,81
155,1,68,3,1,1,804,0,97
156,1,69,3,1,1,156,0,61
157,1,69,3,1,1,788,0,71
158,1,69,3,1,0,356,0,64
159,1,70,3,1,0,356,0,82
160,1,70,3,1,0,788,0,98
161,1,70,3,1,1,642,0,60
162,1,70,3,1,1,642,0,92
163,1,70,3,1,0,788,0,65
164,1,70,3,1,0,156,0,73
165,1,70,3,1,1,356,0,97
166,1,70,3,1,1,804,0,87
167,1,71,3,0,0,804,0,60
168,1,71,3,1,0,642,0,60
169,1,71,3,1,1,156,0,71
170,1,71,3,0,0,788,0,87
171,1,71,3,1,1,356,0,61
172,1,71,3,1,0,156,0,80
173,1,72,3,1,0,642,0,84
174,1,72,3,1,1,356,0,96
175,1,72,3,0,0,804,0,97
176,1,72,3,1,1,642,0,86
177,1,72,3,1,1,788,0,70
178,1,72,3,1,1,156,0,90
179,1,72,3,0,1,356,0,92
180,1,73,3,1,1,356,0,89
181,1,73,3,1,1,788,0,80
182,1,73,3,1,0,788,0,76
183,1,73,3,1,1,156,0,97
184,1,73,3,1,1,356,0,62
185,1,74,3,1,0,156,0,96
186,1,74,3,1,1,788,0,80
187,1,74,3,1,1,642,0,66
188,1,74,3,1,0,356,0,87
189,1,74,3,1,0,804,0,77
190,1,74,3,1,1,642,0,68
191,1,74,3,1,0,788,0,85
192,1,74,3,1,1,804,0,61
193,1,75,3,1,0,804,0,77
194,1,75,3,0,1,804,0,76
195,1,75,3,1,0,642,0,70
196,1,75,3,1,0,642,0,67
197,1,75,3,1,1,788,0,77
198,1,76,3,1,1,804,0,71
199,1,76,3,0,0,642,0,96
200,1,76,3,1,1,356,0,82
201,1,76,3,1,1,356,0,70
202,1,77,3,1,1,804,0,73
203,1,77,3,0,1,788,0,77
204,1,77,3,1,1,642,0,71
205,1,77,3,1,1,356,0,76
206,1,77,3,1,1,788,0,74
207,1,78,3,1,1,356,0,93
208,1,78,3,1,1,642,0,83
209,1,78,3,1,1,804,0,63
210,1,78,3,1,0,356,0,75
211,1,78,3,0,1,642,0,84
212,1,78,3,1,0,356,0,82
213,1,78,3,1,1,804,0,79
214,1,79,3,1,0,804,0,71
215,1,79,3,1,1,804,0,98
216,1,79,3,1,0,156,0,71
217,1,79,3,1,1,804,0,78
218,1,79,3,1,0,804,0,72
219,1,79,3,1,1,356,0,64
220,1,79,3,1,1,356,0,74
221,1,79,3,1,1,156,0,97
222,1,79,3,1,1,788,0,93
223,0,-1,0,0,0,156,1,1
224,0,-1,0,1,0,250,1,4
225,0,-1,0,0,0,250,1,17
226,0,-1,0,0,0,156,1,6
227,0,-1,0,0,0,276,1,0
228,0,-1,0,0,0,826,1,7
229,0,-1,0,0,0,250,1,10
230,0,-1,0,0,0,840,1,6
231,0,-1,0,0,0,250,1,6
232,0,-1,0,0,0,276,1,16
233,0,-1,0,0,0,156,1,17
234,0,-1,0,0,1,250,1,10
235,0,-1,0,0,0,276,1,16
236,0,-1,0,0,0,840,1,19
237,0,-1,0,0,0,840,1,8
238,0,-1,0,0,0,276,1,19
239,0,-1,0,0,0,250,1,1
240,0,-1,0,0,0,156,1,14
241,0,-1,0,0,0,840,1,14
242,0,-1,0,0,0,156,1,17
243,0,-1,0,0,0,840,1,14
244,0,-1,0,0,0,250,1,11
245,0,-1,0,0,0,276,1,15
246,0,-1,0,1,0,276,1,5
247,0,-1,0,0,0,840,1,15
248,0,-1,0,0,0,840,1,2
249,0,-1,0,0,0,156,1,15
250,0,-1,0,0,0,276,1,12
251,0,-1,0,0,0,826,1,11
252,0,-1,0,0,0,156,1,11
253,0,-1,0,0,0,156,1,19
254,0,-1,0,1,0,276,1,5
255,0,-1,0,0,0,840,1,17
256,0,-1,0,0,0,156,1,12
257,0,-1,0,0,0,276,1,10
258,0,-1,0,0,0,840,1,15
259,0,-1,0,0,0,156,1,4
260,0,-1,0,0,0,826,1,5
261,0,-1,0,0,0,250,1,13
262,0,-1,0,0,0,840,1,12
263,0,-1,0,1,0,840,1,19
264,0,-1,0,0,0,840,1,11
265,0,-1,0,0,0,840,1,2
266,0,-1,0,0,0,276,1,2
267,0,-1,0,0,0,250,1,19
268,0,-1,0,0,0,156,1,14
269,0,-1,0,0,0,276,1,18
270,0,-1,0,0,0,156,1,12
271,0,-1,0,0,0,840,1,5
272,0,-1,0,0,0,250,1,9
273,0,-1,0,0,0,276,1,16
274,0,-1,0,0,0,826,1,1
275,0,-1,0,0,0,826,1,11
276,0,-1,0,0,0,250,1,7
277,0,-1,0,0,0,156,1,1
278,0,-1,0,0,0,840,1,4
279,0,-1,0,0,0,826,1,16
280,0,-1,0,0,0,156,1,9
281,0,-1,0,0,0,156,1,9
282,0,-1,0,1,0,156,1,13
283,0,-1,0,0,0,840,1,11
284,0,-1,0,0,0,840,1,12
285,0,-1,0,0,0,250,1,18
286,0,-1,0,0,0,840,1,11
287,0,-1,0,0,0,250,1,8
288,0,-1,0,1,0,840,1,15
289,0,-1,0,0,0,840,1,18
290,0,-1,0,0,0,826,1,15
291,0,-1,0,0,0,276,1,10
292,0,-1,0,0,0,840,1,17
293,0,-1,0,0,0,826,1,8
294,0,-1,0,0,0,840,1,16
295,0,-1,0,0,0,840,1,11
296,0,-1,0,0,0,250,1,0
297,0,-1,0,0,0,156,1,19
298,0,-1,0,0,0,156,1,16
299,0,-1,0,1,0,826,1,13
300,0,-1,0,0,0,250,1,0
301,0,-1,0,0,0,840,1,13
302,0,-1,0,0,0,276,1,17
303,0,-1,0,0,0,826,1,12
304,0,-1,0,0,0,250,1,10
305,0,-1,0,0,0,276,1,16
306,0,-1,0,0,0,826,1,19
307,0,-1,0,0,0,276,1,1
308,0,-1,0,0,0,840,1,16
309,0,-1,0,0,0,826,1,1
310,0,-1,0,0,0,250,1,5
311,0,-1,0,0,0,840,1,19
312,0,-1,0,0,0,840,1,10
313,0,-1,0,1,0,826,1,17
314,0,-1,0,0,0,156,1,18
315,0,-1,0,0,0,826,1,9
316,0,-1,0,0,0,840,1,9
317,0,-1,0,0,0,276,1,12
318,0,-1,0,0,0,826,1,2
319,0,-1,0,0,0,276,1,1
320,0,-1,0,0,1,250,1,7
321,0,-1,0,0,0,840,1,18
322,0,-1,0,1,0,276,1,13
323,0,-1,0,0,0,826,1,5
324,0,-1,0,0,0,826,1,19
325,0,-1,0,0,0,840,1,17
326,0,-1,0,0,1,826,1,7
327,0,-1,0,0,0,250,1,19
328,0,-1,0,0,0,276,1,5
329,0,-1,0,0,0,156,1,10
330,0,-1,0,0,0,276,1,2
331,0,-1,0,0,0,826,1,14
332,0,-1,0,0,0,250,1,8
333,0,-1,0,0,0,250,1,19
334,0,-1,0,0,0,840,1,0
335,0,-1,0,0,0,156,1,16
336,0,-1,0,0,0,826,1,15
337,0,-1,0,0,0,840,1,14
338,0,-1,0,0,0,840,1,2
339,0,-1,0,0,0,156,1,19
340,0,-1,0,0,0,826,1,19
341,0,-1,0,0,0,826,1,14
342,0,-1,0,0,0,250,1,12
343,0,-1,0,0,0,250,1,0
344,0,-1,0,0,0,826,1,5
345,0,-1,0,0,0,276,1,7
346,0,-1,0,0,0,826,1,0
347,0,-1,0,1,0,156,1,19
348,0,-1,0,0,0,156,1,12
349,0,-1,0,0,0,250,1,5
350,0,-1,0,0,0,840,1,19
351,0,-1,0,1,0,156,1,13
352,0,-1,0,0,0,840,1,14
353,0,-1,0,0,0,156,1,11
354,0,-1,0,0,0,840,1,3
355,0,-1,0,0,0,840,1,13
356,0,-1,0,0,0,276,1,17
357,0,-1,0,0,0,156,1,5
358,0,-1,0,0,0,250,1,8
359,0,-1,0,0,0,156,1,3
360,0,-1,0,0,0,826,1,13
361,0,-1,0,0,0,840,1,7
362,0,-1,0,0,0,840,1,14
363,0,-1,0,0,0,250,1,12
364,0,-1,0,0,0,156,1,15
365,0,-1,0,0,1,250,1,13
366,0,-1,0,0,0,276,1,12
367,0,-1,0,0,0,840,1,14
368,0,-1,0,1,0,826,1,6
369,0,-1,0,0,0,250,1,7
370,0,-1,0,0,0,156,1,4
371,0,-1,0,0,0,250,1,10
372,0,-1,0,0,0,826,1,10
373,0,-1,0,0,0,156,1,16
374,0,-1,0,0,0,840,1,15
375,0,-1,0,0,0,250,1,4
376,0,-1,0,0,0,156,1,14
377,0,-1,0,1,0,250,1,10
378,0,-1,0,0,0,250,1,19
379,0,-1,0,0,0,840,1,18
380,0,-1,0,0,0,250,1,15
381,0,-1,0,0,0,156,1,16
382,0,-1,0,0,1,840,1,5
383,0,-1,0,0,0,276,1,10
384,0,-1,0,0,0,250,1,19
385,0,-1,0,0,0,840,1,6
386,0,-1,0,0,0,840,1,11
387,0,-1,0,0,0,840,1,16
388,0,-1,0,1,0,156,1,3
389,0,-1,0,0,0,276,1,19
390,0,-1,0,0,0,826,1,18
391,0,-1,0,0,0,840,1,7
392,0,-1,0,0,0,156,1,19
393,0,-1,0,0,0,826,1,14
394,0,-1,0,0,0,276,1,15
395,0,-1,0,0,0,156,1,10
396,0,-1,0,1,0,250,1,2
397,0,-1,0,0,0,156,1,19
398,0,-1,0,0,0,250,1,12
399,0,-1,0,1,0,156,1,7
400,0,-1,0,0,1,156,1,5
401,0,-1,0,0,0,276,1,6
402,0,-1,0,0,0,250,1,11
403,0,-1,0,0,0,276,1,7
404,0,-1,0,0,0,250,1,2
405,0,-1,0,0,0,840,1,16
406,0,-1,0,0,0,840,1,5
407,0,-1,0,1,0,156,1,8
408,0,-1,0,0,0,276,1,10
409,0,-1,0,0,0,840,1,19
410,0,-1,0,0,0,826,1,17
411,0,-1,0,0,0,276,1,4
412,0,-1,0,0,0,840,1,15
413,0,-1,0,0,0,156,1,1
414,0,-1,0,1,0,156,1,7
415,0,-1,0,0,0,826,1,7
416,0,-1,0,0,0,826,1,2
417,0,-1,0,0,0,276,1,9
418,0,-1,0,1,0,276,1,17
419,0,-1,0,1,1,276,1,17
420,0,-1,0,0,0,276,1,19
421,0,-1,0,1,1,276,1,13
422,0,-1,0,0,0,840,1,9
423,0,-1,0,0,1,276,1,18
424,0,-1,0,0,0,250,1,11
425,0,-1,0,0,0,156,1,13
426,0,-1,0,0,0,250,1,14
427,0,-1,0,0,0,250,1,6
428,0,-1,0,0,0,276,1,9
429,0,-1,0,0,0,840,1,3
430,0,-1,0,0,0,840,1,4
431,0,-1,0,0,0,826,1,13
432,0,-1,0,1,0,826,1,13
433,0,-1,0,0,0,156,1,9
434,0,-1,0,0,0,826,1,12
435,0,-1,0,1,0,840,1,1
436,0,-1,0,0,0,826,1,2
437,0,-1,0,0,0,276,1,19
438,0,-1,0,0,0,276,1,10
439,0,-1,0,0,0,276,1,19
440,0,-1,0,0,0,826,1,17
441,0,-1,0,0,0,156,1,17
442,0,-1,0,0,1,250,1,2
443,0,-1,0,0,0,826,1,12
444,0,-1,0,0,0,826,1,15
445,0,-1,0,1,0,826,1,16
446,0,-1,0,0,0,826,1,4
447,0,-1,0,0,0,156,1,5
448,0,-1,0,0,0,276,1,6
449,0,-1,0,0,0,840,1,13
450,0,-1,0,0,0,826,1,9
451,0,-1,0,0,0,826,1,17
452,0,-1,0,0,0,250,1,5
453,0,-1,0,0,0,250,1,9
454,0,-1,0,0,0,156,1,1
455,0,-1,0,0,0,840,1,19
456,0,-1,0,0,0,250,1,14
457,0,-1,0,0,0,276,1,16
458,0,-1,0,0,0,276,1,17
459,0,-1,0,1,0,250,1,6
460,0,-1,0,0,0,250,1,4
461,0,-1,0,0,0,826,1,10
462,0,-1,0,1,0,250,1,8
463,0,-1,0,0,0,840,1,7
464,0,-1,0,0,0,250,1,5
465,0,-1,0,0,0,276,1,3
466,0,-1,0,0,0,840,1,8
467,0,-1,0,0,1,276,1,19
468,0,-1,0,0,0,840,1,11
469,0,-1,0,0,0,840,1,12
470,0,-1,0,0,0,156,1,3
471,0,-1,0,0,0,276,1,13
472,0,-1,0,1,0,826,1,17
473,0,-1,0,0,0,826,1,1
474,0,-1,0,0,0,826,1,4
475,0,-1,0,0,0,276,1,19
476,0,-1,0,0,0,276,1,10
477,0,-1,0,0,0,276,1,6
478,0,-1,0,0,0,276,1,11
479,0,-1,0,0,0,276,1,2
480,0,-1,0,0,0,826,1,12
481,0,-1,0,1,0,156,1,3
482,0,-1,0,0,0,826,1,10
483,0,-1,0,0,0,250,1,15
484,0,-1,0,0,0,840,1,5
485,0,-1,0,0,0,276,1,18
486,0,-1,0,1,0,276,1,9
487,0,-1,0,0,0,276,1,7
488,0,-1,0,0,0,840,1,6
489,0,-1,0,0,0,826,1,1
490,0,-1,0,0,1,250,1,13
491,0,-1,0,0,0,840,1,11
492,0,-1,0,0,0,156,1,14
493,0,-1,0,0,0,840,1,0
494,0,-1,0,0,0,156,1,5
495,0,-1,0,0,0,840,1,12
496,0,-1,0,0,0,276,1,10
497,0,-1,0,0,0,840,1,8
498,0,-1,0,0,0,826,1,6
499,0,-1,0,0,0,276,1,11
500,0,-1,0,0,0,840,1,7
501,0,-1,0,0,0,826,1,10
502,0,-1,0,0,0,840,1,18
503,0,-1,0,0,0,276,1,13
504,0,-1,0,0,0,840,1,0
505,0,-1,0,0,0,840,1,12
506,0,-1,0,1,0,250,1,16
507,0,-1,0,0,0,840,1,11
508,0,-1,0,0,0,276,1,16
509,0,-1,0,0,0,250,1,17
510,0,-1,0,0,0,840,1,18
511,0,-1,0,0,0,250,1,17
512,0,-1,0,1,0,250,1,1
513,0,-1,0,0,0,276,1,18
514,0,-1,0,0,0,826,1,18
515,0,-1,0,0,0,156,1,4
516,0,-1,0,0,0,840,1,15
517,0,-1,0,0,1,276,1,18
518,0,-1,0,0,0,826,1,19
519,0,-1,0,0,0,826,1,13
520,0,-1,0,0,0,840,1,6
521,0,-1,0,0,0,826,1,12
522,0,-1,0,0,0,156,1,18
523,0,-1,0,1,0,156,1,8
524,0,-1,0,0,0,156,1,10
525,0,-1,0,0,0,826,1,16
526,0,-1,0,0,0,250,1,17
527,0,-1,0,0,0,840,1,5
528,0,-1,0,0,0,840,1,12
529,0,-1,0,1,0,156,1,14
530,0,-1,0,0,0,840,1,18
531,0,-1,0,0,1,250,1,4
532,0,-1,0,0,0,840,1,12
533,0,-1,0,0,0,156,1,0
534,0,-1,0,0,0,840,1,5
535,0,-1,0,0,0,276,1,10
536,0,-1,0,0,0,156,1,14
537,0,-1,0,0,0,276,1,4
538,0,-1,0,0,0,840,1,1
539,0,-1,0,0,0,250,1,16
540,0,-1,0,0,0,276,1,7
541,0,-1,0,0,0,276,1,9
542,0,-1,0,0,0,250,1,11
543,0,-1,0,0,0,250,1,18
544,0,-1,0,0,0,156,1,9
545,0,-1,0,0,0,250,1,6
546,0,-1,0,1,0,840,1,14
547,0,-1,0,0,0,276,1,9
548,0,-1,0,0,0,250,1,14
549,0,-1,0,0,0,840,1,17
550,0,-1,0,0,0,826,1,15
551,0,-1,0,0,0,840,1,18
552,0,-1,0,0,0,156,1,13
553,0,-1,0,0,0,276,1,1
554,0,-1,0,0,0,276,1,10
555,0,-1,0,0,0,156,1,5
556,0,-1,0,0,0,276,1,18
557,0,-1,0,0,0,276,1,8
558,0,-1,0,0,0,156,1,14
559,0,-1,0,0,0,156,1,4
560,0,-1,0,0,0,156,1,7
561,0,-1,0,0,0,840,1,18
562,0,-1,0,0,0,156,1,7
563,0,-1,0,0,0,826,1,4
564,0,-1,0,0,0,840,1,17
565,0,-1,0,0,0,840,1,13
566,0,-1,0,0,0,250,1,2
567,0,-1,0,0,0,840,1,8
568,0,-1,0,0,0,826,1,5
569,0,-1,0,0,0,156,1,6
570,0,-1,0,0,0,826,1,14
571,0,-1,0,0,0,826,1,1
572,0,-1,0,1,0,276,1,10
573,0,-1,0,1,0,276,1,2
574,0,-1,0,0,0,840,1,14
575,0,-1,0,0,0,826,1,11
576,0,-1,0,0,0,250,1,1
577,0,-1,0,0,0,826,1,7
578,0,-1,0,0,0,840,1,9
579,0,-1,0,1,0,276,1,2
580,0,-1,0,0,0,276,1,2
581,0,-1,0,0,0,156,1,14
582,0,-1,0,0,0,250,1,11
583,0,-1,0,0,1,826,1,0
584,0,-1,0,1,0,156,1,0
585,0,-1,0,0,0,156,1,9
586,0,-1,0,0,1,826,1,1
587,0,-1,0,0,0,250,1,3
588,0,-1,0,0,0,840,1,19
589,0,-1,0,0,0,276,1,11
590,0,-1,0,0,0,276,1,6
591,0,-1,0,0,0,250,1,14
592,0,-1,0,0,1,840,1,17
593,0,-1,0,0,0,156,1,15
594,0,-1,0,1,0,276,1,19
595,0,-1,0,0,0,840,1,19
596,0,-1,0,1,1,840,1,15
597,0,-1,0,0,0,840,1,15
598,0,-1,0,0,0,156,1,13
599,0,-1,0,0,0,156,1,4
600,0,-1,0,0,0,250,1,8
601,0,-1,0,0,0,156,1,3
602,0,-1,0,0,0,826,1,15
603,0,-1,0,0,0,250,1,1
604,0,-1,0,0,0,826,1,2
605,0,-1,0,0,0,826,1,18
606,0,-1,0,1,0,826,1,3
607,0,-1,0,0,0,250,1,11
608,0,-1,0,0,0,826,1,1
609,0,-1,0,0,0,826,1,17
610,0,-1,0,0,0,156,1,3
611,0,-1,0,1,0,276,1,6
612,0,-1,0,0,0,156,1,12
613,0,-1,0,0,0,840,1,19
614,0,-1,0,0,0,156,1,3
615,0,-1,0,0,0,250,1,14
616,0,-1,0,0,0,826,1,0
617,0,-1,0,0,0,250,1,19
618,0,-1,0,0,0,276,1,7
619,0,-1,0,0,0,250,1,4
620,0,-1,0,0,0,826,1,6
621,0,-1,0,0,0,276,1,5
622,0,-1,0,0,0,826,1,6
623,0,-1,0,0,0,826,1,18
624,0,-1,0,0,0,276,1,10
625,0,-1,0,0,0,840,1,5
626,0,-1,0,0,0,276,1,9
627,0,-1,0,0,0,276,1,10
628,0,-1,0,0,0,156,1,10
629,0,-1,0,0,0,250,1,7
630,0,-1,0,0,0,250,1,15
631,0,-1,0,0,0,276,1,6
632,0,-1,0,0,1,840,1,8
633,0,-1,0,1,0,156,1,4
634,0,-1,0,0,0,276,1,6
635,0,-1,0,0,0,276,1,5
636,0,-1,0,1,1,826,1,10
637,0,-1,0,0,0,840,1,9
638,0,-1,0,1,0,840,1,2
639,0,-1,0,0,0,826,1,5
640,0,-1,0,0,0,156,1,7
641,0,-1,0,0,0,250,1,4
642,0,-1,0,0,0,840,1,11
643,0,-1,0,0,1,826,1,7
644,0,-1,0,0,0,840,1,4
645,0,-1,0,1,0,250,1,9
646,0,-1,0,0,0,276,1,10
647,0,-1,0,0,0,250,1,8
648,0,-1,0,0,0,840,1,8
649,0,-1,0,0,0,840,1,14
650,0,-1,0,0,0,250,1,10
651,0,-1,0,0,0,250,1,5
652,0,-1,0,0,0,826,1,15
653,0,-1,0,0,0,276,1,14
654,0,-1,0,0,0,276,1,10
655,0,-1,0,0,0,840,1,8
656,0,-1,0,0,0,276,1,10
657,0,-1,0,0,0,276,1,16
658,0,-1,0,0,0,250,1,0
659,0,-1,0,0,0,840,1,11
660,0,-1,0,0,0,156,1,7
661,0,-1,0,0,0,156,1,9
662,0,-1,0,0,0,156,1,17
663,0,-1,0,0,0,156,1,19
664,0,-1,0,0,0,826,1,3
665,0,-1,0,0,0,276,1,6
666,0,-1,0,0,0,840,1,10
667,0,-1,0,0,0,826,1,3
668,0,-1,0,0,0,250,1,2
669,0,-1,0,0,0,826,1,3
670,0,-1,0,0,0,826,1,2
671,0,-1,0,0,0,276,1,19
672,0,-1,0,0,0,826,1,4
673,0,-1,0,0,1,250,1,18
674,0,-1,0,0,0,826,1,2
675,0,-1,0,0,0,840,1,3
676,0,-1,0,0,0,250,1,15
677,0,-1,0,1,0,840,1,0
678,0,-1,0,1,0,826,1,5
679,0,-1,0,0,0,156,1,3
680,0,-1,0,0,1,156,1,5
681,0,-1,0,0,0,826,1,6
682,0,-1,0,1,0,840,1,0
683,0,-1,0,0,0,840,1,14
684,0,-1,0,1,1,840,1,15
685,0,-1,0,1,0,156,1,18
686,0,-1,0,0,0,250,1,8
687,0,-1,0,0,0,276,1,6
688,0,-1,0,0,0,826,1,2
689,0,-1,0,0,0,276,1,6
690,0,-1,0,0,0,826,1,8
691,0,-1,0,0,0,826,1,3
692,0,-1,0,0,0,156,1,13
693,0,-1,0,0,0,826,1,14
694,0,-1,0,0,0,156,1,7
695,0,-1,0,0,0,840,1,18
696,0,-1,0,0,0,156,1,10
697,0,-1,0,0,0,250,1,14
698,0,-1,0,0,0,276,1,3
699,0,-1,0,0,1,250,1,19
700,0,-1,0,1,0,826,1,3
701,0,-1,0,0,0,826,1,16
702,0,-1,0,0,0,156,1,15
703,0,-1,0,0,0,276,1,9
704,0,-1,0,1,0,826,1,9
705,0,-1,0,0,0,826,1,18
706,0,-1,0,0,0,826,1,12
707,0,-1,0,0,0,840,1,18
708,0,-1,0,0,0,156,1,7
709,0,-1,0,0,0,826,1,8
710,0,-1,0,0,0,276,1,15
711,0,-1,0,1,1,840,1,18
712,0,-1,0,0,0,156,1,17
713,0,-1,0,0,0,840,1,3
714,0,-1,0,0,0,840,1,10
715,0,-1,0,0,0,840,1,17
716,0,-1,0,0,0,840,1,13
717,0,-1,0,0,0,250,1,1
718,0,-1,0,0,0,250,1,0
719,0,-1,0,0,0,156,1,7
720,0,-1,0,0,0,156,1,7
721,0,-1,0,0,0,276,1,0
722,0,-1,0,0,0,276,1,1
723,0,-1,0,1,0,276,1,4
724,0,-1,0,0,0,250,1,5
725,0,-1,0,0,0,250,1,5
726,0,-1,0,0,0,250,1,4
727,0,-1,0,0,0,250,1,4
728,0,-1,0,0,0,156,1,3
729,0,-1,0,0,0,840,1,4
730,0,-1,0,0,0,826,1,8
731,0,-1,0,0,0,276,1,3
732,0,-1,0,0,0,276,1,17
733,0,-1,0,0,0,276,1,11
734,0,-1,0,0,0,840,1,14
735,0,-1,0,0,0,826,1,5
736,0,-1,0,0,0,276,1,15
737,0,-1,0,0,0,250,1,18
738,0,-1,0,0,0,250,1,4
739,0,-1,0,0,0,276,1,5
740,0,-1,0,0,0,250,1,1
741,0,-1,0,0,0,156,1,19
742,0,-1,0,0,0,250,1,18
