node_id,is_fraud,ring_id,ring_type,origin_airport,dest_airport,airline_code,departure_unix,seat_class,base_price_usd,remaining_seats
113,0,-1,0,107,117,5,1726862758,2,316.22,77
114,0,-1,0,118,107,1,1735027429,0,211.79,3
115,0,-1,0,108,120,6,1689150367,0,478.05,31
116,0,-1,0,105,101,8,1719079996,0,160.12,80
117,0,-1,0,101,111,3,1667028173,0,159.59,126
118,0,-1,0,116,113,4,1748476659,2,98.99,137
119,0,-1,0,106,120,7,1696073766,0,896.63,156
120,0,-1,0,116,109,5,1746152294,3,179.26,117
121,0,-1,0,103,106,6,1747035424,0,144.62,134
122,0,-1,0,106,101,7,1746325475,3,372.72,88
123,0,-1,0,120,107,4,1657403049,0,241.34,142
124,0,-1,0,117,111,8,1694447364,0,142.2,148
125,0,-1,0,101,119,1,1743156457,1,412.88,121
126,0,-1,0,101,118,6,1689343658,0,242.99,144
127,0,-1,0,113,102,7,1694375027,0,242.3,0
128,0,-1,0,111,101,4,1719981741,1,196.31,161
129,0,-1,0,108,118,3,1727961057,0,125.41,153
130,0,-1,0,108,109,3,1704966519,0,441.32,159
131,0,-1,0,107,113,6,1692488840,3,359.96,145
132,0,-1,0,115,109,2,1661934317,3,174.97,103
133,0,-1,0,112,114,4,1699580152,0,302.75,164
134,0,-1,0,108,102,1,1685086835,0,213.89,36
135,0,-1,0,119,113,3,1694970996,3,327.41,75
136,0,-1,0,110,111,3,1684670752,0,147.26,161
137,0,-1,0,119,117,5,1748399233,0,378.49,133
138,0,-1,0,101,106,2,1679969563,0,1087.14,58
139,0,-1,0,112,102,7,1708501679,0,451.49,141
140,0,-1,0,119,120,6,1675566256,2,265.68,146
141,0,-1,0,104,109,5,1681944958,1,267.1,18
142,0,-1,0,115,111,4,1663966852,3,218.47,6
143,0,-1,0,101,106,2,1707214174,0,298.7,11
144,0,-1,0,107,116,1,1735198588,0,558.13,20
145,0,-1,0,114,118,2,1680207156,0,456.57,27
146,0,-1,0,106,101,4,1736276456,0,297.27,49
147,0,-1,0,101,110,4,1705115827,2,314.79,140
148,0,-1,0,105,107,2,1741417358,1,685.8,86
149,0,-1,0,107,115,8,1698262989,0,413.19,8
150,0,-1,0,104,120,1,1681901595,2,357.47,24
151,0,-1,0,118,104,1,1665355608,0,545.05,19
152,0,-1,0,112,102,5,1718746804,0,526.06,152
153,0,-1,0,113,111,2,1739670370,2,332.2,139
154,0,-1,0,105,119,4,1746826141,3,582.91,108
155,0,-1,0,117,114,3,1704817286,0,616.98,143
156,0,-1,0,110,109,3,1732327593,0,135.39,14
157,0,-1,0,108,101,2,1715915677,1,784.07,130
158,0,-1,0,107,116,8,1664793995,0,365.55,106
159,0,-1,0,114,113,2,1729436351,3,321.95,91
160,0,-1,0,118,101,8,1707780935,0,374.05,105
161,0,-1,0,118,102,5,1666540487,0,227.45,111
162,0,-1,0,112,109,3,1684350158,2,310.65,119
163,0,-1,0,112,101,2,1734739161,0,216.48,157
164,0,-1,0,104,112,4,1725166297,1,572.49,121
165,0,-1,0,106,116,8,1664978451,0,298.56,75
166,0,-1,0,116,101,5,1692800949,0,385.96,73
167,0,-1,0,108,113,6,1696879782,3,259.66,26
168,0,-1,0,113,104,7,1748353017,0,114.63,164
169,0,-1,0,117,115,8,1714588738,0,606.13,68
170,0,-1,0,113,115,7,1744975095,0,273.17,102
171,0,-1,0,114,118,7,1700288051,0,827.74,17
172,0,-1,0,101,109,8,1748802237,1,315.25,67
173,0,-1,0,112,108,3,1684809058,0,231.91,109
174,0,-1,0,101,113,8,1700427955,0,335.47,84
175,0,-1,0,107,108,2,1683225955,1,125.4,29
176,0,-1,0,101,120,2,1669819722,1,344.46,17
177,0,-1,0,106,107,2,1747564482,0,246.55,33
178,0,-1,0,106,109,1,1650858171,3,340.87,86
179,0,-1,0,113,110,1,1673403162,0,313.65,45
180,0,-1,0,106,118,8,1660522462,3,183.83,177
181,0,-1,0,102,112,2,1744127970,0,94.55,54
182,0,-1,0,116,117,5,1690255770,0,336.73,97
183,0,-1,0,104,109,7,1687499673,1,419.66,105
184,0,-1,0,117,108,4,1661099412,1,730.8,136
185,0,-1,0,119,112,1,1673290904,0,342.05,161
186,0,-1,0,104,117,2,1715069510,0,241.99,74
187,0,-1,0,115,117,7,1707430734,0,430.4,157
188,0,-1,0,105,114,2,1679614289,2,350.59,29
189,0,-1,0,116,101,5,1678222088,0,406.22,88
190,0,-1,0,109,116,2,1685971786,3,591.5,22
191,0,-1,0,120,116,2,1687259688,0,316.1,99
192,0,-1,0,101,117,1,1665707290,0,422.16,165
193,0,-1,0,102,110,4,1702863129,0,76.3,95
194,0,-1,0,103,117,6,1687087666,0,419.37,84
195,0,-1,0,113,107,1,1743180374,1,1013.8,61
196,0,-1,0,102,116,7,1732733004,2,200.1,38
197,0,-1,0,106,113,1,1705263802,0,227.9,178
198,0,-1,0,108,110,2,1693405886,0,369.28,27
199,0,-1,0,103,119,3,1691393705,0,268.76,130
200,0,-1,0,112,113,4,1711391914,0,370.46,171
201,0,-1,0,102,114,7,1708366183,0,389.76,7
202,0,-1,0,120,115,8,1695286758,1,510.44,95
203,0,-1,0,107,119,3,1723472240,0,394.0,132
204,0,-1,0,103,115,5,1722510421,0,320.65,163
205,0,-1,0,108,107,4,1696436788,0,391.55,79
206,0,-1,0,114,107,6,1723306601,0,178.14,119
207,0,-1,0,104,116,7,1743973193,0,198.24,154
208,0,-1,0,104,103,3,1726589238,0,391.48,24
209,0,-1,0,118,119,2,1746058003,1,275.28,97
210,0,-1,0,112,113,3,1680771287,0,598.14,112
211,0,-1,0,108,110,6,1704447501,0,330.07,4
212,0,-1,0,113,119,4,1667646161,2,204.92,168
213,0,-1,0,117,111,4,1694277016,0,214.95,113
214,0,-1,0,108,119,8,1681604405,3,177.53,151
215,0,-1,0,116,119,7,1660524421,0,689.53,86
216,0,-1,0,112,113,3,1680538169,0,305.87,46
217,0,-1,0,106,105,7,1679070439,0,320.5,154
218,0,-1,0,107,101,7,1663430242,0,299.33,151
219,0,-1,0,103,112,4,1749860951,0,369.96,4
220,0,-1,0,109,120,8,1743290078,3,373.11,168
221,0,-1,0,103,112,2,1677063215,2,269.3,81
222,0,-1,0,103,115,5,1667635637,0,245.17,43
223,0,-1,0,110,106,7,1715268673,3,609.81,19
224,0,-1,0,102,114,1,1747666407,0,581.17,32
225,0,-1,0,105,109,3,1717226443,0,468.89,122
226,0,-1,0,116,119,8,1691666599,0,694.85,128
227,0,-1,0,104,116,2,1739303101,0,343.61,164
228,0,-1,0,107,102,3,1703384001,0,413.71,40
229,0,-1,0,102,101,7,1727462388,0,288.57,134
230,0,-1,0,107,116,1,1664686373,2,211.22,99
231,0,-1,0,111,110,1,1659275607,0,629.06,105
232,0,-1,0,105,107,2,1700417860,1,780.08,55
233,0,-1,0,109,107,6,1670837934,1,466.4,136
234,0,-1,0,107,102,2,1667534651,2,362.14,125
235,0,-1,0,118,119,8,1715353982,0,349.08,33
236,0,-1,0,117,120,8,1737285895,0,182.45,85
237,0,-1,0,119,113,3,1723472513,0,214.77,69
238,0,-1,0,116,108,4,1652657776,0,185.94,66
239,0,-1,0,113,110,3,1691865608,1,148.4,62
240,0,-1,0,104,111,7,1677069676,0,170.67,81
241,0,-1,0,111,113,7,1656607921,0,165.97,107
242,0,-1,0,117,116,7,1667196035,2,710.44,149
243,0,-1,0,110,117,4,1655948669,0,880.28,83
244,0,-1,0,104,107,1,1671409228,0,170.5,18
245,0,-1,0,111,109,1,1663469202,2,235.78,61
246,0,-1,0,105,107,5,1685736962,0,514.59,75
247,0,-1,0,104,117,1,1742966662,0,165.84,9
248,0,-1,0,103,110,4,1662196896,2,323.04,18
249,0,-1,0,116,114,2,1749667721,0,429.22,11
250,0,-1,0,107,110,1,1707686095,2,250.94,144
251,0,-1,0,107,119,5,1699367207,3,344.9,144
252,0,-1,0,108,116,4,1662805261,0,449.93,176
253,0,-1,0,102,116,1,1708933116,0,253.28,79
254,0,-1,0,109,117,4,1742676939,2,303.15,139
255,0,-1,0,106,107,8,1688369305,1,229.82,83
256,0,-1,0,108,107,3,1657052036,0,259.53,68
257,0,-1,0,110,115,4,1736325861,0,322.22,38
258,0,-1,0,111,106,7,1747065904,0,444.42,166
259,0,-1,0,119,102,8,1734718441,2,241.82,70
260,0,-1,0,119,101,1,1743569427,0,296.19,122
261,0,-1,0,115,107,7,1673948346,0,340.44,89
262,0,-1,0,111,116,3,1738058621,0,498.75,158
263,0,-1,0,102,106,2,1693473194,0,375.71,139
264,0,-1,0,120,105,8,1729187495,0,203.84,154
265,0,-1,0,119,118,3,1661728715,2,481.51,18
266,0,-1,0,105,112,8,1722941692,0,82.35,109
267,0,-1,0,109,103,1,1738120858,2,404.23,143
268,0,-1,0,114,107,7,1656606168,0,157.19,4
269,0,-1,0,109,114,2,1712663862,0,151.19,120
270,0,-1,0,103,101,4,1746105149,0,310.47,94
271,0,-1,0,104,111,3,1668572970,2,378.06,17
272,0,-1,0,117,105,8,1674516749,1,1280.97,14
273,0,-1,0,113,117,4,1663374484,0,253.82,77
274,0,-1,0,120,108,8,1716071118,1,522.16,7
275,0,-1,0,119,110,1,1681095923,2,393.99,168
276,0,-1,0,101,117,2,1722216900,2,269.03,96
277,0,-1,0,114,108,4,1748917559,3,508.26,11
278,0,-1,0,116,104,3,1669793614,0,615.74,173
279,0,-1,0,103,115,7,1662695456,2,148.02,175
280,0,-1,0,112,103,7,1680020132,0,382.07,98
281,0,-1,0,120,105,6,1726422309,0,304.2,86
282,0,-1,0,108,106,4,1661407843,0,390.8,16
283,0,-1,0,109,114,8,1733516088,0,416.18,110
284,0,-1,0,105,117,8,1731825996,0,440.44,39
285,0,-1,0,120,117,2,1706300122,0,258.31,8
286,0,-1,0,104,103,5,1686434758,0,328.85,164
287,0,-1,0,116,105,7,1736301629,2,620.46,111
288,0,-1,0,107,103,1,1697194116,0,536.77,40
289,0,-1,0,108,117,7,1662365228,0,665.54,97
290,0,-1,0,114,104,6,1666209391,0,458.21,78
291,0,-1,0,118,104,8,1726301870,0,145.8,33
292,0,-1,0,120,111,5,1743674440,3,177.03,78
293,0,-1,0,110,120,4,1747330165,0,678.14,12
294,0,-1,0,114,113,1,1709788304,0,283.36,176
295,0,-1,0,106,110,1,1730108929,0,271.07,147
296,0,-1,0,109,118,6,1669308930,0,806.46,154
297,0,-1,0,109,114,6,1742993278,0,415.65,172
298,0,-1,0,117,112,5,1654563650,0,161.81,132
299,0,-1,0,115,112,2,1688683621,0,106.68,35
300,0,-1,0,105,118,3,1706322770,3,271.69,19
301,0,-1,0,104,106,3,1682806270,2,389.54,95
302,0,-1,0,104,115,2,1725127805,0,389.24,64
303,0,-1,0,106,108,3,1688243373,0,193.28,22
304,0,-1,0,102,103,4,1674024977,1,471.53,140
305,0,-1,0,109,104,7,1677684671,0,389.61,43
306,0,-1,0,110,105,4,1721905600,1,896.73,43
307,0,-1,0,106,104,2,1651443423,0,121.66,78
308,0,-1,0,118,105,7,1655903920,0,282.14,167
309,0,-1,0,101,118,8,1697151279,2,300.61,110
310,0,-1,0,116,110,4,1726021794,0,113.6,14
311,0,-1,0,110,109,4,1695135426,0,184.49,102
312,0,-1,0,119,103,2,1669678096,2,207.45,142
313,0,-1,0,118,113,8,1666032591,0,313.41,56
314,0,-1,0,116,113,8,1693184577,0,435.11,62
315,0,-1,0,104,105,2,1724672052,2,275.14,10
316,0,-1,0,117,102,6,1717094906,0,495.0,34
317,0,-1,0,119,106,8,1726940764,1,186.16,25
318,0,-1,0,108,105,3,1684221908,0,475.73,173
319,0,-1,0,119,109,3,1727561290,1,328.17,139
320,0,-1,0,115,117,2,1717659259,0,109.17,0
321,0,-1,0,101,117,2,1739755888,2,232.4,93
322,0,-1,0,108,103,6,1665623556,0,201.85,66
323,0,-1,0,109,111,4,1736181441,0,229.34,24
324,0,-1,0,104,119,6,1690335440,2,726.97,178
325,0,-1,0,114,102,8,1659778799,0,162.25,31
326,0,-1,0,109,104,2,1678942970,1,296.24,96
327,0,-1,0,113,116,5,1677413439,0,343.54,4
328,0,-1,0,111,118,8,1672468947,2,388.39,46
329,0,-1,0,102,101,7,1693346792,0,363.66,140
330,0,-1,0,118,112,7,1657247976,0,566.19,40
331,0,-1,0,107,111,5,1703767148,0,380.52,136
332,0,-1,0,119,104,6,1747523097,2,298.3,79
333,0,-1,0,115,119,7,1666124188,0,456.78,134
334,0,-1,0,105,119,5,1717238044,0,302.07,90
335,0,-1,0,116,120,8,1729818012,1,272.38,44
336,0,-1,0,105,111,2,1683695281,3,481.01,143
337,0,-1,0,119,116,8,1689227815,0,811.71,63
338,0,-1,0,120,102,1,1709738255,2,380.31,74
339,0,-1,0,110,116,4,1711006126,2,413.65,176
340,0,-1,0,116,105,3,1673539687,1,229.75,109
341,0,-1,0,101,119,2,1741786846,0,610.46,128
342,0,-1,0,102,110,3,1731825036,0,307.75,155
343,0,-1,0,108,119,1,1685983285,0,165.51,134
344,0,-1,0,105,115,8,1679794154,0,261.68,38
345,0,-1,0,116,105,2,1690763379,3,258.09,4
346,0,-1,0,113,103,6,1742801917,0,263.3,95
347,0,-1,0,113,102,2,1651730355,2,105.86,159
348,0,-1,0,112,119,2,1676311155,2,246.7,175
349,0,-1,0,116,107,2,1679096923,0,164.21,38
350,0,-1,0,102,108,8,1658769432,0,206.38,13
351,0,-1,0,112,114,7,1713091200,2,325.25,79
352,0,-1,0,110,119,4,1694739275,0,166.64,12
353,0,-1,0,104,109,7,1676070378,0,691.39,143
354,0,-1,0,114,116,8,1718604986,2,247.52,158
355,0,-1,0,105,115,7,1671662236,1,242.38,20
356,0,-1,0,106,120,2,1678983411,0,776.64,80
357,0,-1,0,112,104,8,1663507979,1,223.9,100
358,0,-1,0,120,113,7,1694683884,0,179.76,179
359,0,-1,0,107,105,7,1724290630,0,282.73,83
360,0,-1,0,111,101,8,1697255598,0,578.1,129
361,0,-1,0,119,118,8,1702865753,0,686.21,21
362,0,-1,0,102,109,6,1698159158,2,465.86,100
363,0,-1,0,109,120,5,1695057646,0,548.81,25
364,0,-1,0,112,102,6,1693194566,1,130.83,127
365,0,-1,0,101,105,8,1665428312,2,264.67,72
366,0,-1,0,104,112,4,1714156132,0,345.91,27
367,0,-1,0,105,120,8,1700020964,1,533.98,64
368,0,-1,0,117,119,6,1678689241,0,359.63,114
369,0,-1,0,112,116,1,1749027808,0,289.91,129
370,0,-1,0,117,109,3,1670386062,0,212.76,40
371,0,-1,0,119,106,2,1748562110,3,294.94,104
372,0,-1,0,120,116,1,1682085007,0,441.13,31
373,0,-1,0,110,112,4,1690832302,1,210.54,76
374,0,-1,0,111,107,4,1668871220,2,171.55,10
375,0,-1,0,105,103,8,1705398112,0,459.75,20
376,0,-1,0,104,106,8,1677503104,0,418.87,166
377,0,-1,0,117,112,1,1734879211,0,164.27,41
378,0,-1,0,114,109,4,1657179714,2,381.82,22
379,0,-1,0,111,101,5,1740390418,0,371.59,161
380,0,-1,0,104,117,2,1722481682,0,193.98,156
381,0,-1,0,112,110,8,1697723290,0,146.49,132
382,0,-1,0,103,101,4,1721140934,0,121.03,97
383,0,-1,0,113,105,6,1727664843,2,433.3,8
384,0,-1,0,118,102,5,1710340595,0,289.11,155
385,0,-1,0,112,105,2,1691393031,0,192.89,102
386,0,-1,0,109,118,5,1742957291,0,450.14,93
387,0,-1,0,111,119,7,1726301929,3,410.65,41
388,0,-1,0,119,104,7,1657815613,2,598.93,168
389,0,-1,0,110,112,6,1707184197,0,158.68,127
390,0,-1,0,102,115,2,1734897842,0,321.32,98
391,0,-1,0,106,119,2,1723312447,0,476.38,67
392,0,-1,0,115,105,5,1702105143,0,736.65,132
393,0,-1,0,108,113,7,1728530508,0,174.63,43
394,0,-1,0,106,103,6,1714400970,0,134.1,177
395,0,-1,0,113,114,3,1681012150,0,339.75,12
396,0,-1,0,103,106,3,1652554685,0,197.89,152
397,0,-1,0,101,109,8,1675141760,0,358.58,117
398,0,-1,0,110,114,2,1677076490,1,420.96,27
399,0,-1,0,106,111,2,1670997781,0,293.56,79
400,0,-1,0,120,106,1,1718539504,0,485.38,110
401,0,-1,0,103,115,1,1695224991,0,359.72,44
402,0,-1,0,117,115,4,1734688623,0,285.73,95
403,0,-1,0,113,111,3,1735428320,0,401.56,75
404,0,-1,0,119,116,1,1747990455,1,401.82,108
405,0,-1,0,115,116,6,1676951988,3,263.49,167
406,0,-1,0,107,109,5,1703616895,0,579.02,26
407,0,-1,0,101,104,4,1660290387,0,175.52,151
408,0,-1,0,120,103,4,1651862126,0,731.51,23
409,0,-1,0,119,106,5,1654585737,0,419.18,16
410,0,-1,0,114,111,8,1747395173,0,169.57,46
411,0,-1,0,109,104,3,1691351675,0,260.07,153
412,0,-1,0,120,118,2,1720677462,0,349.63,54
413,0,-1,0,111,105,6,1696234886,1,382.72,32
414,0,-1,0,108,110,3,1680346494,0,165.74,129
415,0,-1,0,118,102,5,1676582158,2,188.39,38
416,0,-1,0,115,101,4,1705343772,0,396.72,22
417,0,-1,0,106,117,8,1672631119,1,191.24,109
418,0,-1,0,120,114,3,1702675546,0,283.01,29
419,0,-1,0,104,115,5,1684767574,2,299.47,2
420,0,-1,0,105,101,1,1725945686,0,339.76,43
421,0,-1,0,106,104,4,1691820550,0,209.02,69
422,0,-1,0,107,102,1,1679148894,3,487.13,136
423,0,-1,0,101,111,5,1743331022,1,364.14,56
424,0,-1,0,117,114,8,1666983166,1,488.99,78
425,0,-1,0,107,115,8,1699281822,3,375.53,16
426,0,-1,0,102,101,6,1663342278,1,255.69,6
427,0,-1,0,116,113,7,1684802670,0,401.51,17
428,0,-1,0,117,101,4,1696260217,0,290.15,47
429,0,-1,0,118,101,3,1736110689,0,435.97,160
430,0,-1,0,111,115,4,1696772636,0,363.8,46
431,0,-1,0,115,108,5,1705121829,2,346.89,74
432,0,-1,0,120,113,7,1699682092,2,277.06,174
433,0,-1,0,118,111,2,1672673023,0,314.98,147
434,0,-1,0,104,119,1,1685325062,1,233.43,101
435,0,-1,0,112,107,7,1651224881,0,319.98,12
436,0,-1,0,114,102,1,1689983891,2,446.07,168
437,0,-1,0,107,105,5,1683344841,0,254.48,129
438,0,-1,0,114,103,8,1695535212,2,453.37,138
439,0,-1,0,119,118,8,1661401919,2,228.33,61
440,0,-1,0,107,106,6,1695245023,0,179.77,99
441,0,-1,0,120,118,4,1720527240,0,446.53,20
442,0,-1,0,103,113,5,1715545939,0,200.1,159
443,0,-1,0,115,109,4,1663647055,0,902.77,156
444,0,-1,0,110,111,7,1656063074,0,336.43,119
445,0,-1,0,104,108,6,1676189637,0,296.61,44
446,0,-1,0,107,114,8,1727186054,0,446.93,47
447,0,-1,0,119,106,1,1740979757,1,448.28,127
448,0,-1,0,109,120,5,1748671191,0,803.65,79
449,0,-1,0,101,111,6,1652981135,1,157.15,91
450,0,-1,0,112,113,5,1694627433,2,190.6,135
451,0,-1,0,120,101,5,1720897591,2,379.42,38
452,0,-1,0,109,110,2,1739699278,1,208.15,61
453,0,-1,0,102,114,8,1721132928,0,283.59,137
454,0,-1,0,120,104,6,1708675155,0,422.48,109
455,0,-1,0,101,114,6,1711675916,0,591.6,7
456,0,-1,0,120,119,7,1671091247,0,553.85,84
457,0,-1,0,102,107,5,1706018698,0,435.05,77
458,0,-1,0,112,120,1,1689217177,0,419.39,69
459,0,-1,0,106,103,2,1660119197,0,263.03,137
460,0,-1,0,117,101,1,1652657216,0,351.93,72
461,0,-1,0,120,108,2,1662231463,0,122.48,35
462,0,-1,0,112,116,4,1681257978,0,415.42,148
463,0,-1,0,114,102,7,1733246021,0,149.88,66
464,0,-1,0,107,104,1,1701695993,0,591.39,131
465,0,-1,0,101,102,7,1720753963,0,283.42,150
466,0,-1,0,117,102,7,1723498642,0,397.29,42
467,0,-1,0,106,116,4,1652802079,3,376.42,90
468,0,-1,0,111,117,1,1679054931,2,423.29,85
469,0,-1,0,118,114,3,1732746972,0,288.53,75
470,0,-1,0,110,106,3,1719622891,0,100.31,54
471,0,-1,0,101,103,7,1671197990,0,544.48,108
472,0,-1,0,117,119,2,1693671133,0,258.33,27
473,0,-1,0,116,106,8,1676954214,1,503.69,8
474,0,-1,0,112,117,7,1734432541,0,495.65,64
475,0,-1,0,104,120,3,1689636298,0,480.45,34
476,0,-1,0,120,112,7,1719174894,2,182.62,135
477,0,-1,0,104,105,5,1724621594,0,724.63,53
478,0,-1,0,111,114,8,1699940712,0,1171.4,75
479,0,-1,0,103,107,2,1747671387,0,490.02,94
480,0,-1,0,103,115,2,1725113649,0,276.62,137
481,0,-1,0,115,118,1,1655558701,0,316.29,124
482,0,-1,0,102,117,6,1737926434,0,464.99,105
483,0,-1,0,120,104,5,1669054322,0,322.95,119
484,0,-1,0,120,108,2,1650639867,0,211.93,36
485,0,-1,0,112,116,1,1698205048,0,443.35,72
486,0,-1,0,107,114,6,1668924097,1,214.23,115
487,0,-1,0,103,115,3,1734424695,2,252.68,94
488,0,-1,0,102,107,5,1668219255,1,575.35,39
489,0,-1,0,108,112,5,1679588753,0,103.18,60
490,0,-1,0,115,101,5,1676479378,0,347.4,66
491,0,-1,0,104,108,3,1741876585,0,821.41,169
492,0,-1,0,103,118,3,1653708420,0,292.57,146
493,0,-1,0,116,117,1,1742348645,3,379.25,109
494,0,-1,0,104,102,8,1743174208,0,203.2,159
