node_id,is_fraud,ring_id,ring_type,account_age_days,booking_count_30d,cancellation_rate,chargeback_count,distinct_device_count,distinct_ip_count,country_code,is_loyalty_member,avg_booking_value_usd,referral_count,velocity_score
81,1,7,1,16,8,0.883,11,1,3,156,0,352.35,0,42.7
82,1,7,1,36,14,0.689,17,1,3,840,0,300.62,0,34.52
83,1,7,1,34,4,0.756,8,1,3,642,0,514.84,0,31.71
84,1,7,1,31,4,0.799,3,1,3,356,0,715.34,0,28.82
85,1,7,1,25,7,0.856,11,1,3,804,0,598.98,0,35.47
86,1,7,1,25,12,0.778,7,1,3,156,0,345.81,0,29.14
87,1,7,1,41,10,0.95,10,1,3,642,0,1094.03,0,18.98
88,1,7,1,13,8,0.78,3,1,3,840,0,511.72,0,39.79
89,1,7,1,39,8,0.766,9,1,3,356,0,1087.3,0,29.9
90,1,7,1,10,6,0.769,19,1,3,804,0,331.47,0,21.24
91,1,7,1,2,11,0.626,10,1,3,840,0,686.28,0,44.02
92,1,8,1,32,21,0.65,14,2,2,156,0,1108.25,0,40.84
93,1,8,1,30,7,0.879,9,2,2,840,0,301.19,0,18.29
94,1,8,1,2,8,0.909,16,2,2,840,0,928.44,0,28.01
95,1,9,1,9,39,0.789,7,2,1,840,0,392.77,0,47.49
96,1,9,1,30,13,0.909,10,2,1,840,0,864.99,0,47.34
97,1,9,1,33,5,0.713,12,2,1,804,0,852.07,0,27.59
98,1,9,1,29,8,0.915,10,2,1,156,0,957.87,0,25.01
99,1,9,1,1,12,0.731,13,2,1,156,0,559.68,0,43.61
100,1,9,1,27,12,0.727,12,2,1,356,0,878.2,0,40.21
101,1,9,1,20,13,0.634,18,2,1,642,0,483.69,0,42.27
102,1,9,1,42,6,0.897,5,2,1,840,0,546.7,0,41.12
103,1,9,1,14,4,0.933,19,2,1,840,0,989.72,0,23.69
104,1,9,1,16,10,0.871,3,2,1,642,0,362.34,0,36.23
105,1,9,1,38,12,0.639,9,2,1,356,0,1104.35,0,29.86
106,1,9,1,43,13,0.767,12,2,1,840,0,1130.83,0,32.13
107,1,9,1,2,10,0.689,14,2,1,642,0,523.65,0,43.62
108,1,9,1,39,8,0.728,5,2,1,356,0,555.05,0,23.22
109,1,9,1,42,7,0.773,8,2,1,356,0,437.76,0,25.66
110,1,10,1,43,24,0.818,16,4,3,840,0,752.75,0,37.6
111,1,10,1,28,4,0.955,3,4,3,804,0,862.39,0,34.97
112,1,10,1,29,5,0.685,14,4,3,642,0,816.23,0,48.5
113,1,10,1,20,6,0.745,6,4,3,840,0,1155.71,0,48.65
114,1,10,1,13,11,0.869,9,4,3,642,0,1061.45,0,16.94
115,1,10,1,37,8,0.912,13,4,3,156,0,901.19,0,37.61
116,1,10,1,23,14,0.817,8,4,3,156,0,581.99,0,41.08
117,1,10,1,39,10,0.674,17,4,3,840,0,1078.38,0,49.18
118,1,10,1,27,7,0.731,8,4,3,840,0,1133.22,0,26.03
119,1,10,1,15,11,0.896,7,4,3,156,0,1157.97,0,16.28
120,1,11,1,30,38,0.918,15,4,1,156,0,518.54,0,19.92
121,1,11,1,1,5,0.864,10,4,1,156,0,788.55,0,15.52
122,1,11,1,17,14,0.733,7,4,1,356,0,1097.95,0,19.02
123,1,11,1,27,5,0.741,7,4,1,804,0,936.8,0,17.08
124,1,11,1,31,10,0.644,11,4,1,156,0,377.1,0,36.06
125,1,11,1,18,11,0.947,12,4,1,156,0,350.23,0,48.69
126,1,11,1,20,9,0.996,8,4,1,156,0,823.87,0,31.15
127,1,11,1,24,4,0.601,15,4,1,356,0,734.52,0,37.51
128,1,12,1,8,25,0.847,6,2,3,642,0,1069.29,0,26.15
129,1,12,1,39,6,0.909,14,2,3,156,0,826.09,0,46.65
130,1,12,1,44,10,0.841,4,2,3,840,0,577.28,0,15.04
131,1,12,1,6,12,0.816,11,2,3,642,0,538.81,0,24.67
132,1,12,1,11,4,0.798,12,2,3,642,0,741.4,0,15.45
133,1,13,1,31,21,0.891,3,3,2,840,0,587.06,0,33.09
134,1,13,1,20,9,0.951,9,3,2,642,0,399.45,0,42.99
135,1,13,1,12,8,0.972,4,3,2,840,0,581.56,0,21.7
136,1,13,1,41,5,0.693,11,3,2,804,0,389.93,0,38.27
137,1,13,1,20,4,0.635,15,3,2,156,0,858.81,0,45.2
138,1,13,1,29,5,0.713,10,3,2,840,0,977.65,0,34.88
139,1,13,1,24,12,0.864,10,3,2,804,0,504.41,0,17.93
140,1,13,1,44,10,0.921,7,3,2,804,0,863.24,0,32.4
141,1,13,1,11,9,0.96,8,3,2,642,0,946.3,0,30.61
142,1,13,1,2,13,0.98,13,3,2,156,0,654.08,0,17.83
143,1,13,1,20,9,0.946,3,3,2,804,0,479.35,0,29.32
144,1,13,1,12,11,0.955,8,3,2,804,0,1163.82,0,21.33
145,1,13,1,12,8,0.966,4,3,2,804,0,917.89,0,38.89
146,1,13,1,35,11,0.866,14,3,2,642,0,875.37,0,35.0
147,1,13,1,24,8,0.629,12,3,2,156,0,1033.17,0,21.06
148,1,14,1,40,26,0.986,10,4,2,840,0,1197.6,0,39.61
149,1,14,1,10,7,0.68,14,4,2,804,0,427.05,0,32.39
150,1,14,1,14,7,0.969,11,4,2,356,0,581.75,0,46.0
151,1,14,1,16,4,1.0,7,4,2,156,0,1073.8,0,18.0
152,1,14,1,13,7,0.833,10,4,2,804,0,811.18,0,46.37
153,1,14,1,37,8,0.962,10,4,2,840,0,937.98,0,31.11
154,1,14,1,34,13,0.702,8,4,2,356,0,431.41,0,17.08
155,1,15,1,12,23,0.679,11,3,1,804,0,367.42,0,16.3
156,1,15,1,40,9,0.717,3,3,1,840,0,668.65,0,45.85
157,1,15,1,15,4,0.946,16,3,1,156,0,1029.01,0,49.34
158,1,15,1,15,10,0.671,9,3,1,804,0,934.51,0,26.6
159,1,15,1,17,12,0.767,5,3,1,642,0,625.91,0,32.35
160,1,15,1,24,11,0.982,4,3,1,804,0,400.78,0,27.91
161,1,15,1,6,6,0.758,14,3,1,156,0,1027.93,0,30.11
162,1,15,1,40,8,0.845,15,3,1,840,0,824.31,0,18.6
163,1,16,1,30,13,0.824,11,3,3,356,0,325.14,0,41.03
164,1,16,1,19,4,0.836,16,3,3,642,0,815.02,0,34.51
165,1,16,1,22,13,0.721,14,3,3,642,0,918.2,0,46.79
166,1,17,1,13,18,0.683,9,4,3,356,0,991.64,0,42.78
167,1,17,1,6,5,0.604,4,4,3,356,0,1074.51,0,24.38
168,1,17,1,44,14,0.985,14,4,3,156,0,430.59,0,20.37
169,1,17,1,26,8,0.815,3,4,3,804,0,1171.94,0,46.23
170,1,17,1,3,7,0.666,16,4,3,804,0,861.23,0,44.09
171,1,17,1,31,6,0.998,18,4,3,840,0,1077.9,0,28.49
172,1,17,1,41,8,0.888,19,4,3,840,0,1082.09,0,41.03
173,1,17,1,37,5,0.968,7,4,3,156,0,470.54,0,35.72
174,1,17,1,23,11,0.703,9,4,3,804,0,623.28,0,36.25
175,1,17,1,26,10,0.698,18,4,3,156,0,1116.02,0,46.04
176,1,17,1,16,12,0.696,8,4,3,356,0,942.23,0,25.04
177,1,17,1,14,12,0.633,5,4,3,840,0,622.12,0,43.47
178,1,17,1,1,13,0.96,12,4,3,840,0,805.22,0,38.73
179,1,17,1,21,10,0.952,17,4,3,804,0,585.44,0,48.58
180,1,17,1,10,9,0.936,12,4,3,840,0,1046.41,0,47.26
181,1,18,1,41,34,0.918,15,4,2,642,0,738.95,0,46.51
182,1,18,1,2,12,0.896,3,4,2,156,0,841.88,0,49.17
183,1,18,1,22,5,0.608,8,4,2,356,0,584.34,0,21.39
184,1,18,1,35,6,0.685,19,4,2,804,0,565.94,0,36.94
185,1,18,1,29,13,0.859,3,4,2,156,0,1007.23,0,18.19
186,1,18,1,16,13,0.601,18,4,2,156,0,384.31,0,43.35
187,1,18,1,7,5,0.79,19,4,2,356,0,513.38,0,21.21
188,1,18,1,7,6,0.677,4,4,2,156,0,909.8,0,48.98
189,1,18,1,21,14,0.805,8,4,2,642,0,829.67,0,31.86
190,1,18,1,27,11,0.91,11,4,2,804,0,480.55,0,15.61
191,1,18,1,21,7,0.737,10,4,2,804,0,527.57,0,29.33
192,1,18,1,10,10,0.627,8,4,2,356,0,490.83,0,46.24
193,1,18,1,17,12,1.0,5,4,2,840,0,1046.82,0,22.44
194,1,19,1,23,20,0.813,16,4,1,804,0,627.61,0,47.2
195,1,19,1,21,12,0.855,14,4,1,156,0,503.43,0,41.22
196,1,19,1,29,13,0.842,8,4,1,840,0,385.02,0,17.5
197,1,19,1,38,11,0.751,15,4,1,840,0,660.95,0,48.71
198,1,19,1,37,12,0.851,3,4,1,642,0,978.34,0,47.41
199,1,19,1,16,5,0.814,5,4,1,156,0,1092.4,0,48.78
200,1,19,1,3,11,0.657,7,4,1,156,0,874.09,0,35.82
201,1,19,1,6,10,0.905,7,4,1,804,0,711.32,0,17.08
202,1,19,1,12,6,0.775,4,4,1,356,0,1038.68,0,41.07
203,1,20,1,16,31,0.872,19,1,1,804,0,508.55,0,16.98
204,1,20,1,31,14,0.877,16,1,1,156,0,757.7,0,22.59
205,1,20,1,26,4,0.886,19,1,1,356,0,1013.92,0,40.75
206,1,20,1,10,10,0.692,10,1,1,804,0,1087.45,0,38.46
207,1,20,1,39,7,0.777,3,1,1,804,0,721.98,0,31.24
208,1,20,1,14,4,0.796,7,1,1,356,0,576.88,0,40.84
209,1,20,1,11,7,0.736,18,1,1,356,0,1142.72,0,24.38
210,1,20,1,27,11,0.893,14,1,1,156,0,890.13,0,40.73
211,1,20,1,23,10,0.98,7,1,1,156,0,1023.78,0,44.12
212,1,20,1,28,7,0.994,4,1,1,840,0,314.1,0,32.5
213,1,20,1,2,14,0.666,6,1,1,840,0,492.08,0,18.5
214,1,20,1,7,4,0.716,11,1,1,804,0,310.4,0,47.05
215,1,21,1,36,33,0.866,3,2,1,156,0,947.26,0,39.77
216,1,21,1,36,13,0.924,5,2,1,642,0,934.53,0,38.63
217,1,21,1,19,8,0.872,3,2,1,356,0,759.64,0,37.7
218,1,21,1,31,10,0.733,9,2,1,356,0,501.23,0,21.42
219,1,21,1,27,10,0.929,6,2,1,840,0,621.2,0,33.37
220,1,21,1,39,10,0.927,5,2,1,804,0,1143.29,0,38.44
221,1,21,1,8,5,0.664,6,2,1,804,0,1014.05,0,43.87
222,1,21,1,1,8,0.685,11,2,1,840,0,913.88,0,45.46
223,1,21,1,32,13,0.639,5,2,1,642,0,1019.89,0,24.62
224,1,21,1,4,8,0.721,5,2,1,156,0,1077.21,0,46.43
225,1,22,1,18,15,0.835,16,1,1,156,0,943.47,0,35.28
226,1,22,1,30,12,0.916,13,1,1,156,0,1111.49,0,29.52
227,1,22,1,3,11,0.687,9,1,1,840,0,774.36,0,17.82
228,1,22,1,18,9,0.956,16,1,1,840,0,1132.02,0,16.26
229,1,22,1,35,13,0.882,5,1,1,156,0,821.17,0,15.82
230,1,22,1,38,14,0.608,12,1,1,642,0,383.77,0,38.49
231,1,22,1,11,7,0.831,17,1,1,840,0,595.74,0,35.01
232,1,23,1,38,17,0.938,10,3,3,642,0,350.03,0,39.96
233,1,23,1,22,4,0.612,16,3,3,156,0,345.66,0,29.52
234,1,23,1,26,6,0.764,14,3,3,642,0,972.68,0,33.59
235,1,23,1,4,6,0.658,14,3,3,804,0,500.96,0,35.79
236,1,23,1,1,7,0.722,13,3,3,356,0,343.55,0,27.39
237,1,23,1,11,10,0.805,17,3,3,356,0,884.3,0,26.5
238,1,23,1,21,13,0.791,14,3,3,804,0,422.92,0,16.31
239,1,23,1,35,5,0.851,3,3,3,356,0,438.29,0,32.7
240,1,23,1,5,6,0.947,5,3,3,156,0,1104.17,0,45.74
241,1,23,1,16,12,0.774,5,3,3,840,0,532.03,0,38.78
242,1,23,1,11,6,0.997,19,3,3,840,0,348.95,0,40.5
243,1,23,1,43,13,0.799,8,3,3,840,0,1052.14,0,22.95
244,1,23,1,15,6,0.824,16,3,3,840,0,1145.62,0,44.94
245,1,23,1,38,13,0.838,19,3,3,804,0,400.36,0,40.96
246,1,23,1,35,10,0.827,4,3,3,642,0,1133.12,0,22.54
247,1,23,1,30,11,0.882,14,3,3,840,0,611.91,0,18.96
248,1,23,1,40,9,0.688,17,3,3,642,0,450.77,0,36.45
249,1,23,1,36,4,0.845,9,3,3,804,0,1034.48,0,26.57
250,1,24,1,37,26,0.943,12,3,2,642,0,1105.54,0,28.03
251,1,24,1,8,7,0.629,13,3,2,356,0,865.26,0,15.36
252,1,24,1,11,10,0.873,13,3,2,642,0,933.05,0,20.41
253,1,24,1,35,8,0.978,4,3,2,804,0,453.62,0,17.11
254,1,25,1,14,35,0.968,6,3,2,356,0,650.43,0,35.36
255,1,25,1,33,6,0.981,8,3,2,642,0,428.33,0,37.52
256,1,25,1,37,13,0.838,17,3,2,840,0,859.03,0,36.62
257,1,25,1,16,4,0.754,9,3,2,804,0,917.93,0,19.13
258,1,25,1,32,5,0.884,9,3,2,642,0,939.03,0,26.77
259,1,25,1,44,6,0.616,3,3,2,156,0,837.97,0,29.53
260,1,25,1,19,12,0.889,7,3,2,642,0,663.4,0,27.58
261,1,25,1,20,11,0.849,10,3,2,356,0,909.42,0,30.74
262,1,25,1,22,12,0.795,15,3,2,840,0,457.69,0,16.76
263,1,25,1,31,11,0.875,18,3,2,840,0,1117.01,0,27.88
264,1,25,1,44,12,0.895,4,3,2,156,0,731.42,0,16.69
265,1,25,1,37,7,0.644,17,3,2,356,0,914.27,0,31.95
266,1,25,1,4,5,0.945,18,3,2,356,0,1007.95,0,48.91
267,1,25,1,38,10,0.81,16,3,2,804,0,448.05,0,18.55
268,1,25,1,15,11,0.933,16,3,2,642,0,1014.51,0,28.95
269,1,26,1,26,27,0.923,16,3,2,804,0,502.15,0,29.46
270,1,26,1,23,14,0.662,19,3,2,356,0,355.81,0,28.41
271,1,26,1,38,8,0.796,15,3,2,804,0,1159.99,0,16.08
272,1,26,1,41,11,0.942,16,3,2,840,0,333.06,0,25.42
273,1,26,1,38,10,0.911,10,3,2,356,0,942.85,0,29.56
274,1,26,1,26,10,0.83,9,3,2,840,0,823.47,0,27.7
275,1,26,1,26,14,0.899,16,3,2,642,0,740.04,0,44.43
276,1,27,1,39,17,0.916,12,4,2,840,0,745.35,0,36.16
277,1,27,1,4,14,0.805,11,4,2,156,0,450.27,0,37.34
278,1,27,1,31,9,0.663,8,4,2,840,0,833.27,0,16.53
279,1,27,1,27,4,0.874,14,4,2,356,0,324.08,0,17.66
280,1,27,1,17,9,0.879,7,4,2,840,0,1194.5,0,15.38
281,1,27,1,27,10,0.936,14,4,2,156,0,403.18,0,47.99
282,1,28,1,11,9,0.843,13,2,1,356,0,1109.5,0,34.35
283,1,28,1,40,9,0.7,15,2,1,804,0,408.11,0,49.44
284,1,28,1,15,5,0.727,11,2,1,156,0,1197.43,0,47.53
285,1,28,1,26,4,1.0,11,2,1,642,0,1131.21,0,38.63
286,1,28,1,42,6,0.606,6,2,1,840,0,1196.67,0,26.78
287,1,28,1,2,12,0.942,5,2,1,356,0,856.86,0,32.1
288,1,28,1,28,12,0.819,17,2,1,804,0,981.59,0,18.68
289,1,28,1,44,14,0.898,15,2,1,804,0,752.37,0,28.08
290,1,28,1,38,12,0.916,16,2,1,642,0,508.46,0,25.12
291,1,28,1,13,5,0.911,16,2,1,642,0,785.53,0,20.37
292,1,28,1,7,14,0.74,11,2,1,840,0,982.46,0,32.64
293,1,28,1,23,14,0.772,4,2,1,840,0,1039.5,0,30.07
294,1,28,1,42,4,0.77,5,2,1,642,0,1060.44,0,41.3
295,1,28,1,15,7,0.904,12,2,1,804,0,717.85,0,41.53
296,1,28,1,8,9,0.984,5,2,1,804,0,370.54,0,32.97
297,1,28,1,10,6,0.689,16,2,1,642,0,1062.04,0,29.13
298,1,28,1,6,9,0.893,11,2,1,356,0,538.18,0,34.02
299,1,28,1,39,7,0.856,11,2,1,840,0,1002.08,0,30.0
300,1,28,1,19,7,0.996,4,2,1,356,0,792.21,0,43.34
301,1,28,1,18,4,0.804,3,2,1,642,0,667.18,0,31.53
302,1,29,1,7,20,0.968,13,1,3,356,0,840.31,0,20.02
303,1,29,1,5,11,0.874,10,1,3,642,0,532.19,0,23.92
304,1,29,1,23,11,0.706,12,1,3,356,0,922.0,0,42.48
305,1,29,1,40,11,0.783,8,1,3,356,0,601.1,0,28.19
306,1,29,1,43,5,0.847,14,1,3,356,0,1040.86,0,18.68
307,1,29,1,28,8,0.634,18,1,3,356,0,1030.67,0,49.89
308,1,29,1,42,11,0.788,18,1,3,356,0,338.64,0,21.91
309,1,29,1,21,5,0.841,16,1,3,156,0,445.87,0,19.32
310,1,29,1,6,14,0.784,9,1,3,642,0,1044.41,0,31.15
311,1,29,1,10,8,0.656,6,1,3,840,0,1082.03,0,43.18
312,1,29,1,9,6,0.835,6,1,3,804,0,444.95,0,41.65
313,1,29,1,13,4,0.982,17,1,3,804,0,666.88,0,34.03
314,1,29,1,21,4,0.762,16,1,3,642,0,588.82,0,49.32
315,1,29,1,37,14,0.977,14,1,3,356,0,743.7,0,41.76
316,1,29,1,12,10,0.763,5,1,3,804,0,474.44,0,17.13
317,1,29,1,2,14,0.871,12,1,3,642,0,979.27,0,15.86
318,1,30,2,5,1,0.0,0,1,1,156,0,0.0,0,0.77
319,1,30,2,9,1,0.0,0,1,1,156,0,0.0,0,1.33
320,1,30,2,5,2,0.0,0,1,1,156,0,0.0,0,3.41
321,1,30,2,12,1,0.0,0,1,1,356,0,0.0,0,2.66
322,1,30,2,4,2,0.0,0,1,1,840,0,0.0,0,4.7
323,1,30,2,12,0,0.0,0,1,1,156,0,0.0,0,2.84
324,1,30,2,4,2,0.0,0,1,1,356,0,0.0,0,3.65
325,1,30,2,5,0,0.0,0,1,1,356,0,0.0,0,0.69
326,1,30,2,7,1,0.0,0,1,1,156,0,0.0,0,2.59
327,1,30,2,3,1,0.0,0,1,1,356,0,0.0,0,2.22
328,1,30,2,9,2,0.0,0,1,1,840,0,0.0,0,0.3
329,1,30,2,22,10,0.961,0,1,2,156,0,172.27,0,27.75
330,1,30,2,27,17,0.913,3,2,2,156,0,123.97,0,21.44
331,1,30,2,24,9,0.826,1,1,2,840,0,77.11,0,15.98
332,1,30,2,26,16,0.845,1,2,1,840,0,129.53,0,30.2
333,1,30,2,17,6,0.993,2,1,1,276,0,129.44,0,26.11
334,1,30,2,10,13,0.738,1,2,1,840,0,127.17,0,29.21
335,1,30,2,5,11,0.768,4,2,1,276,0,102.96,0,10.26
336,1,30,2,23,7,0.899,4,2,1,156,0,111.08,0,20.34
337,1,30,2,18,11,0.885,3,1,2,840,0,253.31,0,17.67
338,1,31,2,14,1,0.0,0,1,1,840,0,0.0,0,1.83
339,1,31,2,7,1,0.0,0,1,1,156,0,0.0,0,1.68
340,1,31,2,9,1,0.0,0,1,1,840,0,0.0,0,4.16
341,1,31,2,4,2,0.0,0,1,1,840,0,0.0,0,3.4
342,1,31,2,7,2,0.0,0,1,1,840,0,0.0,0,2.19
343,1,31,2,7,2,0.0,0,1,1,356,0,0.0,0,2.75
344,1,31,2,10,0,0.0,0,1,1,356,0,0.0,0,1.23
345,1,31,2,3,12,0.784,4,1,2,156,0,152.56,0,35.34
346,1,31,2,7,13,0.781,0,1,2,156,0,216.45,0,29.02
347,1,31,2,3,16,0.957,4,2,2,276,0,201.05,0,35.11
348,1,31,2,26,8,0.806,1,1,1,156,0,82.09,0,35.79
349,1,31,2,24,14,0.842,2,1,2,156,0,274.88,0,21.88
350,1,32,2,19,1,0.0,0,1,1,356,0,0.0,0,4.94
351,1,32,2,15,2,0.0,0,1,1,156,0,0.0,0,3.61
352,1,32,2,8,2,0.0,0,1,1,840,0,0.0,0,3.77
353,1,32,2,9,0,0.0,0,1,1,356,0,0.0,0,1.36
354,1,32,2,4,2,0.0,0,1,1,156,0,0.0,0,1.37
355,1,32,2,9,5,0.962,0,2,2,840,0,200.81,0,25.49
356,1,32,2,15,7,0.739,2,2,2,276,0,157.27,0,17.13
357,1,32,2,13,11,0.701,4,1,2,840,0,267.57,0,38.43
358,1,32,2,15,7,0.893,0,2,1,156,0,54.35,0,37.66
359,1,32,2,6,15,0.853,4,2,1,840,0,72.58,0,23.02
360,1,32,2,1,15,0.704,0,2,1,276,0,154.34,0,24.29
361,1,32,2,10,10,0.816,2,1,2,840,0,150.72,0,23.43
362,1,32,2,9,8,0.862,3,2,2,276,0,65.94,0,20.15
363,1,32,2,16,8,0.818,4,2,2,156,0,152.39,0,14.42
364,1,33,2,8,0,0.0,0,1,1,840,0,0.0,0,0.95
365,1,33,2,2,1,0.0,0,1,1,840,0,0.0,0,3.09
366,1,33,2,3,1,0.0,0,1,1,356,0,0.0,0,2.41
367,1,33,2,11,1,0.0,0,1,1,840,0,0.0,0,4.68
368,1,33,2,10,2,0.0,0,1,1,356,0,0.0,0,1.32
369,1,33,2,18,0,0.0,0,1,1,356,0,0.0,0,4.62
370,1,33,2,6,2,0.0,0,1,1,356,0,0.0,0,2.23
371,1,33,2,8,0,0.0,0,1,1,356,0,0.0,0,4.53
372,1,33,2,10,1,0.0,0,1,1,840,0,0.0,0,1.47
373,1,33,2,13,0,0.0,0,1,1,156,0,0.0,0,0.84
374,1,33,2,14,1,0.0,0,1,1,156,0,0.0,0,1.91
375,1,33,2,9,2,0.0,0,1,1,840,0,0.0,0,0.18
376,1,33,2,16,1,0.0,0,1,1,356,0,0.0,0,1.04
377,1,33,2,17,1,0.0,0,1,1,356,0,0.0,0,3.19
378,1,33,2,1,12,0.794,0,2,1,156,0,290.71,0,20.56
379,1,33,2,15,8,0.964,1,2,2,276,0,218.32,0,30.37
380,1,33,2,28,7,0.957,4,1,1,156,0,164.33,0,31.56
