node_id,is_fraud,ring_id,ring_type,booking_value_usd,lead_time_days,duration_nights,is_cancelled,is_refunded,chargeback_flag,booking_channel,passengers,timestamp_unix
282,1,4,1,582.99,2,0,1,1,1,0,2,1659252010
283,1,4,1,307.94,6,0,0,0,0,0,4,1700480063
284,1,4,1,848.04,1,0,1,1,1,0,4,1628085431
285,1,4,1,668.79,5,0,1,1,1,0,2,1623542058
286,1,4,1,591.21,6,0,0,0,0,0,4,1661760934
287,1,4,1,628.89,3,0,1,1,1,2,3,1659958217
288,1,4,1,1089.22,4,0,1,1,1,0,4,1634792919
289,1,4,1,648.26,2,0,1,1,1,0,2,1630613556
290,1,4,1,778.31,7,0,1,1,1,0,3,1616195832
291,1,4,1,667.77,1,0,1,1,1,0,4,1652451625
292,1,4,1,377.72,1,0,1,1,1,0,3,1600675914
293,1,4,1,789.67,5,0,0,0,0,0,3,1748447417
294,1,4,1,368.45,7,0,1,1,1,2,2,1744220230
295,1,4,1,780.88,6,0,1,1,1,2,2,1610967900
296,1,4,1,609.02,1,0,0,0,0,0,3,1738338177
297,1,4,1,1068.19,7,0,0,0,0,0,2,1600696911
298,1,4,1,328.14,2,0,0,0,0,2,3,1733335799
299,1,4,1,479.42,2,0,1,1,1,2,1,1673754275
300,1,4,1,1094.84,6,0,0,0,0,2,2,1664132590
301,1,4,1,567.82,4,0,1,1,1,2,3,1651991610
302,1,4,1,719.22,1,0,1,1,1,0,1,1679744583
303,1,4,1,308.79,6,0,1,1,1,2,1,1601017573
304,1,4,1,891.05,3,0,1,1,1,0,4,1650563212
305,1,4,1,620.53,3,0,1,1,1,0,1,1749496199
306,1,4,1,965.3,5,0,1,1,1,2,3,1656308773
307,1,4,1,431.28,4,0,1,1,1,0,3,1724719120
308,1,4,1,563.09,1,0,1,1,1,2,1,1617449191
309,1,4,1,450.87,7,0,1,1,1,0,3,1723868535
310,1,4,1,430.52,5,0,1,1,1,2,4,1660575173
311,1,4,1,404.01,1,0,0,0,0,2,2,1637247414
312,1,4,1,605.72,6,0,1,1,1,2,2,1736361037
313,1,4,1,642.01,6,0,1,1,1,2,3,1605155920
314,1,4,1,958.65,1,0,1,1,1,0,1,1642791892
315,1,4,1,528.56,5,0,1,1,1,2,3,1634216392
316,1,4,1,472.37,7,0,1,1,1,2,4,1623971883
317,1,4,1,430.44,1,0,1,1,1,0,3,1696410081
318,1,4,1,342.54,6,0,1,1,1,0,4,1635445349
319,1,4,1,570.65,5,0,1,1,1,2,2,1748694054
320,1,4,1,288.16,3,0,0,0,0,2,2,1621991988
321,1,4,1,875.93,7,0,0,0,0,0,3,1674034552
322,1,4,1,433.83,3,0,0,0,0,2,3,1687063674
323,1,4,1,734.69,5,0,1,1,1,2,2,1698255288
324,1,4,1,570.79,2,0,1,1,1,2,4,1606390537
325,1,4,1,654.75,6,0,1,1,1,2,3,1668341414
326,1,4,1,449.54,5,0,1,1,1,2,1,1641611374
327,1,4,1,467.65,3,0,0,0,0,2,3,1620837691
328,1,4,1,613.43,6,0,1,1,1,0,4,1705601202
329,1,4,1,851.32,1,0,1,1,1,0,3,1734610027
330,1,4,1,464.88,3,0,1,1,1,0,3,1629756265
331,1,4,1,635.41,4,0,1,1,1,2,4,1717254927
332,1,4,1,1012.2,3,0,1,1,1,0,1,1692985109
333,1,4,1,1081.06,7,0,1,1,1,0,2,1684644083
334,1,4,1,745.62,7,0,0,0,0,2,4,1688598301
335,1,4,1,439.3,2,0,1,1,1,0,1,1719990819
336,1,4,1,701.51,4,0,1,1,1,2,3,1670177627
337,1,4,1,750.36,2,0,1,1,1,2,2,1601993901
338,1,4,1,523.12,6,0,1,1,1,0,4,1649866899
339,1,4,1,441.14,6,0,1,1,1,0,1,1716744918
340,1,4,1,763.91,7,0,0,0,0,2,2,1638243097
341,1,4,1,493.49,1,0,1,1,1,2,2,1668444977
342,1,4,1,591.72,3,0,1,1,1,0,4,1730008856
343,1,4,1,374.94,5,0,1,1,1,0,1,1609261532
344,1,4,1,975.25,1,0,1,1,1,2,2,1717471971
345,1,4,1,885.55,5,0,0,0,0,2,3,1709851454
346,1,4,1,299.55,1,0,1,1,1,2,2,1678795384
347,1,4,1,610.83,3,0,1,1,1,2,2,1686594161
348,1,4,1,699.28,5,0,1,1,1,2,1,1655264542
349,1,4,1,299.93,2,0,1,1,1,2,2,1664719542
350,1,4,1,686.46,2,0,0,0,0,2,3,1627404974
351,1,4,1,366.86,1,0,0,0,0,2,1,1604516910
352,1,4,1,680.78,3,0,1,1,1,0,2,1691008751
353,1,4,1,939.19,1,0,1,1,1,0,1,1710559800
354,1,4,1,927.96,1,0,1,1,1,2,4,1663455874
355,1,4,1,1078.14,2,0,1,1,1,0,2,1658532136
356,1,4,1,637.29,7,0,0,0,0,2,2,1688413208
357,1,4,1,551.27,7,0,1,1,1,0,2,1701471668
358,1,4,1,366.07,2,0,0,0,0,2,2,1617624657
359,1,4,1,1057.57,7,0,1,1,1,2,1,1662242522
360,1,4,1,798.01,2,0,1,1,1,2,2,1648216568
361,1,4,1,390.34,1,0,1,1,1,2,4,1605863351
362,1,4,1,689.81,3,0,1,1,1,0,3,1642945615
363,1,4,1,383.8,5,0,1,1,1,2,2,1688919241
364,1,4,1,899.91,4,0,1,1,1,2,2,1652482106
365,1,4,1,401.49,2,0,1,1,1,0,3,1730885089
366,1,4,1,708.56,3,0,1,1,1,2,4,1628227182
367,1,4,1,609.1,6,0,1,1,1,2,3,1664856017
368,1,4,1,358.14,2,0,1,1,1,2,4,1724378954
369,1,4,1,470.36,3,0,1,1,1,0,1,1699542784
370,1,4,1,444.8,1,0,1,1,1,0,4,1688462249
371,1,4,1,750.65,5,0,1,1,1,2,3,1603631257
372,1,4,1,494.57,6,0,1,1,1,2,1,1675618560
373,1,4,1,769.5,1,0,1,1,1,0,4,1655185434
374,1,4,1,749.23,1,0,0,0,0,2,2,1610809406
375,1,4,1,1019.21,1,0,1,1,1,2,1,1673310680
376,1,4,1,359.21,5,0,1,1,1,2,4,1748112698
377,1,4,1,508.76,7,0,1,1,1,2,1,1608630013
378,1,5,1,806.93,4,0,0,0,0,0,3,1719387246
379,1,5,1,955.65,4,0,1,1,1,0,3,1693277618
380,1,5,1,626.72,5,0,1,1,1,0,1,1629935599
381,1,5,1,850.6,7,0,1,1,1,0,4,1722200929
382,1,5,1,287.28,7,0,0,0,0,2,3,1691838736
383,1,5,1,1093.83,7,0,0,0,0,2,1,1731752629
384,1,5,1,1012.15,4,0,1,1,1,0,2,1638096060
385,1,5,1,361.6,4,0,0,0,0,0,4,1601008332
386,1,5,1,931.57,7,0,1,1,1,2,3,1731642137
387,1,5,1,933.63,4,0,1,1,1,0,2,1657267584
388,1,5,1,1062.23,3,0,1,1,1,2,4,1691211453
389,1,5,1,1040.12,3,0,1,1,1,2,3,1682082104
390,1,5,1,450.79,2,0,0,0,0,2,1,1730237567
391,1,5,1,551.34,2,0,1,1,1,0,3,1616629767
392,1,5,1,302.89,3,0,1,1,1,0,3,1745987951
393,1,5,1,545.22,3,0,1,1,1,0,2,1734149637
394,1,5,1,370.77,4,0,0,0,0,0,1,1619637493
395,1,5,1,564.5,4,0,1,1,1,0,1,1607921709
396,1,5,1,358.13,5,0,1,1,1,0,3,1602564556
397,1,5,1,661.0,7,0,1,1,1,0,4,1712185653
398,1,5,1,352.7,5,0,1,1,1,2,1,1635610749
399,1,5,1,975.48,5,0,0,0,0,2,4,1668903216
400,1,5,1,942.48,5,0,1,1,1,0,3,1654067427
401,1,5,1,725.8,5,0,1,1,1,2,3,1735532656
402,1,5,1,997.79,2,0,1,1,1,2,4,1716125299
403,1,5,1,789.01,4,0,1,1,1,2,3,1717774911
404,1,5,1,989.95,7,0,1,1,1,2,4,1716706924
405,1,5,1,654.06,2,0,1,1,1,0,3,1660004574
406,1,5,1,777.03,3,0,1,1,1,2,3,1731433272
407,1,5,1,971.09,3,0,1,1,1,0,2,1689144182
408,1,5,1,871.53,3,0,0,0,0,0,2,1725921085
409,1,5,1,473.63,5,0,1,1,1,0,2,1694259934
410,1,5,1,495.15,4,0,1,1,1,2,2,1637326455
411,1,5,1,601.2,5,0,1,1,1,0,2,1690890099
412,1,5,1,373.97,3,0,1,1,1,2,3,1689051679
413,1,6,1,314.76,3,0,1,1,1,2,4,1726010692
414,1,6,1,941.9,6,0,0,0,0,0,1,1675903859
415,1,6,1,770.48,4,0,1,1,1,2,1,1691645172
416,1,6,1,904.36,6,0,1,1,1,0,2,1731524023
417,1,6,1,539.62,3,0,0,0,0,2,3,1615295968
418,1,6,1,646.04,6,0,0,0,0,0,2,1690725027
419,1,6,1,958.41,5,0,1,1,1,2,1,1630342790
420,1,6,1,1013.45,5,0,1,1,1,2,4,1615953418
421,1,7,1,648.55,7,0,1,1,1,0,2,1657198482
422,1,7,1,996.28,3,0,1,1,1,2,1,1674956805
423,1,7,1,741.2,4,0,1,1,1,2,2,1692168248
424,1,7,1,632.42,5,0,1,1,1,2,4,1601812728
425,1,7,1,546.16,2,0,1,1,1,2,3,1689030485
426,1,7,1,757.51,7,0,1,1,1,2,2,1665851334
427,1,7,1,548.18,5,0,1,1,1,2,3,1717480263
428,1,7,1,645.64,6,0,0,0,0,2,1,1718226178
429,1,7,1,1078.68,7,0,0,0,0,2,4,1634088827
430,1,7,1,408.71,3,0,0,0,0,2,3,1630791837
431,1,7,1,969.31,7,0,1,1,1,2,4,1663322117
432,1,7,1,936.64,5,0,1,1,1,2,1,1644286855
433,1,7,1,419.4,1,0,1,1,1,2,1,1639164591
434,1,7,1,1025.25,7,0,0,0,0,2,1,1640114200
435,1,7,1,1081.28,6,0,0,0,0,0,2,1608815199
436,1,7,1,480.51,5,0,1,1,1,2,2,1606270912
437,1,7,1,753.43,7,0,1,1,1,2,3,1745011066
438,1,7,1,962.8,3,0,1,1,1,2,4,1738398831
439,1,7,1,1013.3,3,0,1,1,1,2,2,1709759979
440,1,7,1,620.93,7,0,0,0,0,0,2,1672358527
441,1,7,1,855.23,1,0,0,0,0,2,1,1733866759
442,1,7,1,583.7,2,0,1,1,1,2,3,1677736852
443,1,7,1,529.91,5,0,0,0,0,2,2,1646668637
