node_id,is_fraud,ring_id,ring_type,rating,verified_booking,review_length_chars,sentiment_score,days_after_checkin,is_incentivised
434,1,43,2,5,1,185,0.92,1,1
435,1,43,2,5,0,77,0.711,1,1
436,1,43,2,5,1,161,0.949,2,1
437,1,43,2,5,0,149,0.93,0,1
438,1,43,2,5,0,63,0.815,2,1
439,1,43,2,5,0,70,0.725,0,1
440,1,43,2,5,1,48,0.863,2,1
441,1,43,2,5,1,158,0.73,0,1
442,1,43,2,5,0,59,0.784,0,1
443,1,43,2,5,0,165,0.977,1,1
444,1,43,2,5,1,186,0.827,1,1
445,1,43,2,5,0,101,0.718,2,1
446,1,43,2,5,0,178,0.995,0,1
447,1,43,2,5,1,46,0.94,2,1
448,1,43,2,5,0,76,0.794,0,1
449,1,43,2,5,1,198,0.905,2,1
450,1,43,2,5,0,130,0.945,2,1
451,1,43,2,5,1,110,0.975,2,1
452,1,43,2,5,0,106,0.726,0,1
453,1,43,2,5,0,157,0.712,2,1
454,1,43,2,5,0,161,0.954,2,1
455,1,43,2,5,0,164,0.721,0,1
456,1,43,2,5,0,85,0.811,0,1
457,1,43,2,5,0,50,0.964,2,1
458,1,43,2,5,0,163,0.78,1,1
459,1,43,2,5,0,120,0.703,1,1
460,1,43,2,5,0,47,0.938,2,1
461,1,43,2,5,1,113,0.822,1,1
462,1,43,2,5,0,91,0.88,1,1
463,1,43,2,5,0,94,0.741,0,1
464,1,43,2,5,1,82,0.97,2,1
465,1,43,2,5,1,196,0.777,0,1
466,1,43,2,5,0,146,0.857,2,1
467,1,43,2,5,0,124,0.805,2,1
468,1,43,2,5,0,120,0.791,2,1
469,1,43,2,5,0,72,0.991,2,1
470,1,43,2,5,0,53,0.787,0,1
471,1,43,2,5,1,168,0.851,2,1
472,1,43,2,5,1,44,0.897,1,1
473,1,43,2,5,0,61,0.886,0,1
474,1,44,2,5,1,171,0.95,1,1
475,1,44,2,5,0,142,0.796,0,1
476,1,44,2,5,0,51,0.842,2,1
477,1,44,2,5,0,79,0.789,2,1
478,1,44,2,5,0,118,0.956,0,1
479,1,44,2,5,0,129,0.933,0,1
480,1,44,2,5,0,175,0.722,1,1
481,1,44,2,5,0,41,0.788,2,1
482,1,44,2,5,0,86,0.882,0,1
483,1,44,2,5,1,170,0.902,0,1
484,1,44,2,5,0,160,0.939,1,1
485,1,44,2,5,0,84,0.842,2,1
486,1,44,2,5,0,184,0.759,2,1
487,1,44,2,5,0,58,0.704,0,1
488,1,44,2,5,0,67,0.922,1,1
489,1,44,2,5,1,112,0.797,2,1
490,1,44,2,5,1,45,0.738,0,1
491,1,44,2,5,0,124,0.821,0,1
492,1,44,2,5,0,57,0.758,1,1
493,1,44,2,5,1,76,0.936,2,1
494,1,44,2,5,0,69,0.747,0,1
495,1,44,2,5,0,83,0.734,1,1
496,1,44,2,5,0,148,0.854,0,1
497,1,44,2,5,0,176,0.808,2,1
498,1,44,2,5,0,64,0.949,0,1
499,1,44,2,5,0,97,0.903,1,1
500,1,44,2,5,1,66,0.78,0,1
501,1,44,2,5,0,60,0.735,1,1
502,1,44,2,5,0,158,0.754,1,1
503,1,44,2,5,0,157,0.99,1,1
504,1,44,2,5,0,171,0.755,1,1
505,1,44,2,5,1,141,0.942,2,1
506,1,44,2,5,0,150,0.906,2,1
507,1,44,2,5,1,190,0.827,2,1
508,1,44,2,5,0,74,0.978,0,1
509,1,44,2,5,0,190,0.724,0,1
510,1,44,2,5,1,165,0.758,2,1
511,1,44,2,5,1,41,0.761,2,1
512,1,45,2,5,0,124,0.77,2,1
513,1,45,2,5,0,69,0.829,1,1
514,1,45,2,5,1,188,0.914,1,1
515,1,45,2,5,0,194,0.982,0,1
516,1,45,2,5,0,155,0.856,1,1
517,1,45,2,5,0,186,0.889,1,1
518,1,45,2,5,1,43,0.73,0,1
519,1,45,2,5,0,56,0.811,1,1
520,1,45,2,5,0,168,0.843,1,1
521,1,45,2,5,0,107,0.839,0,1
522,1,45,2,5,0,88,0.911,0,1
523,1,46,2,5,1,56,0.81,0,1
524,1,46,2,5,0,128,0.897,1,1
525,1,46,2,5,0,103,0.962,1,1
526,1,46,2,5,1,100,0.703,0,1
527,1,46,2,5,1,150,0.713,1,1
528,1,46,2,5,1,118,0.938,1,1
529,1,46,2,5,0,152,0.87,2,1
530,1,46,2,5,0,100,0.83,1,1
531,1,46,2,5,0,142,0.821,1,1
532,1,46,2,5,0,138,0.929,0,1
533,1,46,2,5,0,112,0.959,0,1
534,1,46,2,5,1,123,0.835,2,1
535,1,46,2,5,0,156,0.712,1,1
536,1,46,2,5,1,83,0.91,0,1
537,1,46,2,5,0,146,0.82,1,1
538,1,46,2,5,0,90,0.972,0,1
539,1,46,2,5,0,133,0.962,0,1
540,1,46,2,5,1,120,0.814,0,1
541,1,46,2,5,0,44,0.839,2,1
542,1,46,2,5,0,179,0.834,2,1
543,1,46,2,5,0,127,0.958,0,1
544,1,46,2,5,0,154,0.781,2,1
545,1,46,2,5,1,197,0.993,0,1
546,1,46,2,5,0,59,0.808,0,1
547,1,46,2,5,0,45,0.943,0,1
548,1,46,2,5,0,109,0.921,2,1
549,1,47,2,5,1,45,0.839,1,1
550,1,47,2,5,0,138,0.865,2,1
551,1,47,2,5,1,191,0.738,0,1
552,1,47,2,5,0,53,0.796,2,1
553,1,47,2,5,1,162,0.837,1,1
554,1,47,2,5,0,107,0.896,2,1
555,1,47,2,5,1,67,0.756,2,1
556,1,47,2,5,0,198,0.769,0,1
557,1,47,2,5,0,77,0.937,2,1
558,1,47,2,5,1,136,0.943,2,1
559,1,47,2,5,0,46,0.709,2,1
560,1,47,2,5,1,77,0.724,0,1
561,1,47,2,5,0,179,0.78,0,1
562,1,47,2,5,0,107,0.949,2,1
563,1,48,2,5,0,137,0.923,2,1
564,1,48,2,5,0,188,0.939,2,1
565,1,48,2,5,0,146,0.97,1,1
566,1,48,2,5,0,172,0.975,1,1
567,1,48,2,5,0,169,0.849,2,1
568,1,48,2,5,0,125,0.836,2,1
569,1,48,2,5,1,153,0.889,0,1
570,1,48,2,5,0,192,0.812,2,1
571,1,48,2,5,0,82,0.996,2,1
572,1,48,2,5,0,53,0.938,1,1
573,1,48,2,5,1,170,0.707,2,1
574,1,48,2,5,0,45,0.902,1,1
575,1,48,2,5,0,148,0.805,2,1
576,1,48,2,5,0,175,0.847,2,1
577,1,48,2,5,0,93,0.932,1,1
578,1,48,2,5,1,185,0.991,0,1
579,1,48,2,5,0,154,0.804,1,1
580,1,48,2,5,1,94,0.894,0,1
581,1,48,2,5,0,46,0.91,2,1
582,1,48,2,5,0,137,0.769,1,1
583,1,48,2,5,0,94,0.802,2,1
584,1,48,2,5,1,91,0.947,0,1
585,1,48,2,5,0,77,0.742,1,1
586,1,48,2,5,0,175,0.959,1,1
587,1,48,2,5,0,103,0.776,0,1
588,1,48,2,5,0,148,0.922,2,1
589,1,48,2,5,0,155,0.781,0,1
590,1,48,2,5,0,109,0.758,0,1
591,1,48,2,5,1,152,0.868,2,1
592,1,48,2,5,0,122,0.716,2,1
593,1,48,2,5,0,52,0.716,2,1
594,1,48,2,5,0,164,0.982,0,1
595,1,48,2,5,0,192,0.804,1,1
596,1,48,2,5,0,160,0.793,1,1
597,1,48,2,5,1,179,0.952,1,1
598,1,48,2,5,1,109,0.744,1,1
599,1,48,2,5,1,105,0.96,1,1
600,1,48,2,5,0,83,0.92,1,1
601,1,48,2,5,1,181,0.809,1,1
602,1,48,2,5,1,49,0.922,0,1
603,1,48,2,5,0,114,0.746,2,1
604,1,48,2,5,0,43,0.869,2,1
605,1,48,2,5,0,113,0.911,0,1
606,1,48,2,5,1,70,0.97,2,1
607,1,49,2,5,1,122,0.818,2,1
608,1,49,2,5,1,106,0.833,0,1
609,1,49,2,5,0,130,0.901,2,1
610,1,49,2,5,0,137,0.877,1,1
611,1,49,2,5,0,126,0.89,0,1
612,1,49,2,5,0,188,0.762,0,1
613,1,49,2,5,0,131,0.984,2,1
614,1,49,2,5,1,196,0.849,0,1
615,1,49,2,5,0,182,0.79,2,1
616,1,49,2,5,0,129,0.851,2,1
617,1,49,2,5,1,148,0.893,1,1
618,1,49,2,5,0,100,0.874,1,1
619,1,49,2,5,0,191,0.871,1,1
620,1,49,2,5,0,130,0.717,1,1
621,1,49,2,5,0,154,0.845,1,1
622,1,49,2,5,0,126,0.974,1,1
623,1,49,2,5,0,195,0.745,1,1
624,1,49,2,5,1,51,0.921,1,1
625,1,49,2,5,1,167,0.74,2,1
626,1,49,2,5,0,152,0.979,0,1
627,1,49,2,5,0,178,0.874,0,1
628,1,49,2,5,0,99,0.712,1,1
629,1,49,2,5,0,99,0.995,2,1
630,1,49,2,5,1,117,0.876,1,1
