node_id,is_fraud,ring_id,ring_type,hotel_class,review_count,avg_rating,listing_age_days,cancellation_policy,country_code,is_ghost,photo_count,price_percentile
105,0,-1,0,2,923,4.6,105,2,826,0,18,49
106,0,-1,0,5,185,4.6,2884,0,840,0,88,58
107,0,-1,0,5,1769,4.8,2343,2,156,0,139,67
108,0,-1,0,2,1956,4.0,2519,2,36,0,84,41
109,0,-1,0,4,1905,4.3,4553,2,36,0,12,57
110,0,-1,0,1,1162,3.4,4465,2,826,0,177,17
111,0,-1,0,4,329,3.9,1241,1,392,0,93,86
112,0,-1,0,2,330,3.1,2281,1,392,0,33,31
113,0,-1,0,5,76,3.9,2179,2,156,0,80,46
114,0,-1,0,4,1969,3.8,3787,0,392,0,56,51
115,0,-1,0,5,1277,3.2,4946,2,250,0,69,16
116,0,-1,0,4,1163,3.1,2739,2,36,0,188,27
117,0,-1,0,1,1160,3.0,2367,0,276,0,150,15
118,0,-1,0,1,543,4.9,2256,0,840,0,173,46
119,0,-1,0,1,1670,3.7,2692,0,36,0,159,26
120,0,-1,0,4,375,4.4,278,2,156,0,142,50
121,0,-1,0,1,1528,4.6,1373,0,250,0,78,58
122,0,-1,0,3,605,3.3,4545,2,156,0,148,85
123,0,-1,0,1,1484,4.0,4694,2,276,0,55,42
124,0,-1,0,2,1456,3.6,4728,1,36,0,144,81
125,0,-1,0,1,1877,3.5,4726,1,276,0,157,66
126,0,-1,0,2,1225,3.7,4648,1,36,0,181,11
127,0,-1,0,5,394,3.3,4138,0,276,0,67,54
128,0,-1,0,1,107,4.4,1643,0,156,0,63,34
129,0,-1,0,2,700,3.5,1488,2,250,0,131,57
130,0,-1,0,5,526,3.2,777,2,36,0,27,58
131,0,-1,0,3,455,4.0,2650,1,36,0,52,60
132,0,-1,0,2,1947,4.6,3197,0,392,0,55,31
133,0,-1,0,2,1369,4.0,2018,0,156,0,68,28
134,0,-1,0,5,775,4.2,3961,2,826,0,195,82
135,0,-1,0,2,336,4.8,2025,2,250,0,54,57
136,0,-1,0,1,1088,3.0,4839,2,250,0,128,29
137,0,-1,0,3,1501,3.6,2743,2,156,0,192,71
138,0,-1,0,5,1028,2.9,2721,1,840,0,186,88
139,0,-1,0,2,1342,4.1,2124,1,392,0,45,64
140,0,-1,0,5,1703,3.0,3180,2,392,0,181,22
141,0,-1,0,3,1457,3.2,3161,1,826,0,188,26
142,0,-1,0,2,63,4.9,4253,0,250,0,122,83
143,0,-1,0,2,1988,3.6,1916,2,276,0,170,61
144,0,-1,0,2,1922,3.7,765,2,392,0,136,77
145,0,-1,0,4,479,2.9,1261,2,392,0,41,56
146,0,-1,0,1,840,4.5,4748,0,36,0,158,37
147,0,-1,0,2,232,3.4,4612,1,840,0,163,66
148,0,-1,0,1,342,4.8,2235,1,156,0,53,53
149,0,-1,0,2,1233,4.1,4626,2,36,0,11,18
150,0,-1,0,5,1852,3.9,2906,2,392,0,80,82
151,0,-1,0,1,84,4.9,4794,0,276,0,15,86
152,0,-1,0,2,352,3.1,3969,0,826,0,84,13
153,0,-1,0,1,1046,3.1,2033,2,392,0,125,77
154,0,-1,0,1,1381,3.2,2728,2,250,0,57,63
155,0,-1,0,4,39,3.6,2880,0,840,0,152,77
156,0,-1,0,3,1880,4.2,2946,2,250,0,187,89
157,0,-1,0,1,1328,3.5,3682,2,826,0,83,22
158,0,-1,0,2,1950,4.3,4488,0,250,0,80,78
159,0,-1,0,3,1712,4.7,3762,2,276,0,109,48
160,0,-1,0,1,1194,3.6,637,1,250,0,30,61
161,0,-1,0,1,307,4.7,2065,0,276,0,149,30
162,0,-1,0,5,1490,4.8,634,1,392,0,11,46
163,0,-1,0,4,1589,4.2,2133,0,156,0,188,10
164,0,-1,0,1,702,4.3,823,1,36,0,51,56
165,0,-1,0,3,1525,3.1,3786,1,250,0,89,64
166,0,-1,0,4,754,4.8,4147,2,276,0,70,36
167,0,-1,0,1,356,3.2,1610,1,826,0,78,84
168,0,-1,0,1,1743,3.4,3861,1,36,0,16,12
169,0,-1,0,3,1864,4.8,410,1,36,0,153,27
170,0,-1,0,5,1404,4.0,3306,2,392,0,100,34
171,0,-1,0,1,196,3.0,3235,2,250,0,42,27
172,0,-1,0,2,1376,4.5,1911,0,840,0,86,43
173,0,-1,0,4,967,4.0,902,1,250,0,185,38
174,0,-1,0,3,1667,3.9,1595,1,392,0,36,25
175,0,-1,0,1,43,4.7,348,1,36,0,148,75
176,0,-1,0,4,415,3.9,3243,2,840,0,138,77
177,0,-1,0,1,841,3.1,4488,2,156,0,143,82
178,0,-1,0,3,979,3.6,1962,1,36,0,196,80
179,0,-1,0,1,627,3.5,3809,0,840,0,73,44
180,0,-1,0,3,1106,3.2,4448,1,156,0,130,53
181,0,-1,0,3,458,4.6,3643,1,276,0,83,44
182,0,-1,0,4,1003,4.0,1408,0,392,0,69,58
183,0,-1,0,1,691,4.8,1990,0,250,0,117,44
184,0,-1,0,3,1140,4.2,659,1,276,0,95,15
185,0,-1,0,4,848,3.9,398,1,826,0,146,71
186,0,-1,0,5,1965,4.5,2211,1,250,0,42,64
187,0,-1,0,3,1049,4.8,4188,2,392,0,66,25
188,0,-1,0,2,1430,4.6,3451,2,36,0,140,21
189,0,-1,0,3,730,3.4,3221,0,840,0,65,77
190,0,-1,0,4,1887,4.6,980,1,840,0,27,28
191,0,-1,0,2,50,4.2,4229,1,36,0,37,37
192,0,-1,0,2,1111,4.5,2847,0,826,0,193,56
193,0,-1,0,3,368,2.9,138,1,36,0,94,62
194,0,-1,0,5,1530,4.4,1474,1,276,0,161,43
195,0,-1,0,5,389,4.4,943,2,276,0,11,36
196,0,-1,0,3,837,4.6,3897,0,840,0,92,60
197,0,-1,0,4,606,4.5,641,2,36,0,122,17
198,0,-1,0,5,322,4.8,2569,0,826,0,24,35
199,0,-1,0,5,611,4.2,4473,2,826,0,16,84
200,0,-1,0,3,1317,4.2,1838,2,156,0,134,56
201,0,-1,0,3,63,3.9,2009,2,826,0,153,39
202,0,-1,0,2,907,4.5,4067,1,392,0,14,22
203,0,-1,0,2,788,4.5,1235,1,826,0,21,32
204,0,-1,0,5,1625,2.8,4171,0,250,0,167,73
205,0,-1,0,3,765,4.6,3890,1,36,0,156,15
206,0,-1,0,2,1602,4.3,1768,0,826,0,187,82
207,0,-1,0,3,27,4.1,4449,1,826,0,12,22
208,0,-1,0,1,1830,4.0,1877,0,36,0,13,79
209,0,-1,0,4,1591,4.1,893,1,250,0,74,32
210,0,-1,0,2,1147,3.3,1303,2,826,0,173,36
211,0,-1,0,2,579,3.9,2691,0,36,0,118,41
212,0,-1,0,1,1133,4.8,1230,0,36,0,114,12
213,0,-1,0,1,961,3.6,3125,2,36,0,103,43
214,0,-1,0,2,289,4.6,281,2,156,0,142,87
215,0,-1,0,4,1464,4.1,1397,1,840,0,183,25
216,0,-1,0,5,1865,4.4,3207,0,392,0,31,30
217,0,-1,0,5,1490,3.3,649,0,156,0,118,10
218,0,-1,0,2,641,4.8,4242,1,826,0,105,79
219,0,-1,0,4,1815,4.4,2800,2,250,0,73,59
220,0,-1,0,2,1306,4.5,2899,2,156,0,160,75
221,0,-1,0,1,713,4.3,3420,1,276,0,182,80
222,0,-1,0,5,623,3.3,4777,2,156,0,56,54
223,0,-1,0,3,930,4.7,1902,2,826,0,167,66
224,0,-1,0,1,1592,4.1,3631,2,36,0,162,50
225,0,-1,0,3,893,3.9,4758,2,840,0,130,31
226,0,-1,0,2,1251,3.1,2329,1,840,0,78,34
227,0,-1,0,3,615,4.6,109,1,276,0,101,21
228,0,-1,0,2,887,3.8,4818,1,840,0,109,57
229,0,-1,0,1,782,3.8,4370,0,840,0,70,72
230,0,-1,0,5,1327,4.2,3327,1,840,0,87,80
231,0,-1,0,3,1528,3.4,347,1,36,0,97,63
232,0,-1,0,4,849,3.3,269,2,250,0,59,80
233,0,-1,0,1,516,4.3,857,2,250,0,173,15
234,0,-1,0,4,247,4.1,3823,1,276,0,140,77
235,0,-1,0,1,1746,4.8,3660,0,250,0,34,25
236,0,-1,0,4,1365,3.5,4119,0,392,0,67,60
237,0,-1,0,5,525,4.6,2114,0,826,0,73,51
238,0,-1,0,2,30,4.1,2362,0,840,0,100,62
239,0,-1,0,2,1493,3.9,2022,0,840,0,34,33
240,0,-1,0,3,1979,2.9,1037,0,156,0,71,88
241,0,-1,0,2,1276,3.3,3455,1,826,0,12,62
242,0,-1,0,2,658,4.8,4338,2,276,0,32,27
243,0,-1,0,2,614,3.2,1119,1,826,0,17,55
244,0,-1,0,5,862,3.4,1959,0,36,0,198,37
245,0,-1,0,5,1710,4.2,471,1,826,0,103,65
246,0,-1,0,2,1201,4.7,514,0,840,0,76,59
247,0,-1,0,5,920,3.1,993,1,392,0,16,72
248,0,-1,0,2,1351,4.4,3382,2,156,0,35,40
249,0,-1,0,4,1243,4.6,3906,1,156,0,149,20
250,0,-1,0,3,1566,3.3,916,0,840,0,166,73
251,0,-1,0,3,1148,2.8,1700,2,840,0,29,74
252,0,-1,0,3,989,3.1,2385,1,826,0,41,28
253,0,-1,0,1,860,4.0,1453,1,156,0,142,37
254,0,-1,0,2,966,3.7,2953,0,826,0,17,58
255,0,-1,0,1,366,4.3,1815,1,840,0,83,73
256,0,-1,0,1,1437,2.8,3503,0,276,0,47,57
257,0,-1,0,1,200,2.9,2703,1,392,0,65,49
258,0,-1,0,5,1461,4.4,3411,1,826,0,185,80
259,0,-1,0,5,1357,3.1,1860,2,276,0,30,28
260,0,-1,0,1,1071,3.6,3746,1,36,0,155,16
261,0,-1,0,2,1513,3.5,2733,0,392,0,159,61
262,0,-1,0,3,36,4.2,3371,0,392,0,147,79
263,0,-1,0,3,1468,4.3,2067,2,392,0,10,73
264,0,-1,0,4,1099,4.3,2330,1,392,0,159,26
265,0,-1,0,5,666,3.3,772,0,156,0,103,23
266,0,-1,0,1,797,3.2,4569,1,840,0,29,75
267,0,-1,0,2,321,3.6,3361,2,276,0,30,74
268,0,-1,0,5,1969,4.0,3154,0,36,0,29,31
269,0,-1,0,5,1121,4.4,3428,0,250,0,22,24
270,0,-1,0,3,907,4.5,1579,2,840,0,55,34
271,0,-1,0,3,814,4.8,869,0,156,0,100,68
272,0,-1,0,1,477,4.1,503,1,276,0,72,79
273,0,-1,0,5,1609,4.6,4438,0,276,0,115,70
274,0,-1,0,3,1127,4.0,2428,1,250,0,124,36
275,0,-1,0,1,613,3.2,2103,2,156,0,150,20
276,0,-1,0,5,440,4.4,1087,1,392,0,14,12
277,0,-1,0,4,540,4.6,4556,2,392,0,82,90
278,0,-1,0,2,1181,4.8,3000,2,276,0,69,52
279,0,-1,0,5,1106,4.4,3983,2,36,0,20,41
280,0,-1,0,1,812,4.1,3789,2,36,0,177,57
281,0,-1,0,5,114,4.8,3634,1,156,0,147,86
282,0,-1,0,1,147,4.0,2788,0,250,0,117,78
283,0,-1,0,2,708,4.2,499,0,392,0,188,24
284,0,-1,0,3,1394,3.2,2038,0,276,0,37,82
285,0,-1,0,3,671,4.1,3916,2,392,0,52,57
286,0,-1,0,4,1598,4.9,1442,1,156,0,38,30
287,0,-1,0,1,1470,3.9,3027,1,156,0,66,81
288,0,-1,0,1,1914,3.3,1671,0,826,0,50,74
289,0,-1,0,2,1935,4.1,4280,0,840,0,106,48
290,0,-1,0,2,198,3.7,2403,1,826,0,133,71
291,0,-1,0,3,348,2.8,4386,0,392,0,83,11
292,0,-1,0,5,622,4.6,336,2,250,0,42,37
293,0,-1,0,3,309,4.8,3637,2,250,0,32,11
294,0,-1,0,1,1009,3.1,3566,0,156,0,123,77
295,0,-1,0,4,1074,4.4,276,0,250,0,143,70
296,0,-1,0,2,504,3.6,2667,0,826,0,55,55
297,0,-1,0,2,1910,3.2,1665,0,156,0,89,83
298,0,-1,0,1,1572,3.5,1748,2,392,0,55,83
299,0,-1,0,3,177,3.7,4086,2,156,0,171,39
300,0,-1,0,2,1011,4.1,3763,1,392,0,91,88
301,0,-1,0,2,1415,3.3,2723,0,36,0,181,70
302,0,-1,0,3,832,4.4,1452,0,840,0,75,65
303,0,-1,0,3,1244,4.4,2402,2,36,0,166,40
304,0,-1,0,4,714,4.1,4189,0,840,0,36,53
305,0,-1,0,5,1261,4.8,4066,2,156,0,173,11
306,0,-1,0,3,885,4.8,3345,0,840,0,32,34
307,0,-1,0,1,543,4.5,3848,1,250,0,189,14
308,0,-1,0,5,1452,3.7,2248,0,156,0,66,10
309,0,-1,0,3,963,4.8,1715,2,826,0,147,40
310,0,-1,0,2,1352,4.2,2875,0,250,0,127,43
311,0,-1,0,2,1958,4.3,1938,1,826,0,133,39
312,0,-1,0,1,351,3.9,2143,0,392,0,183,72
313,0,-1,0,3,961,3.6,4343,2,392,0,170,14
314,0,-1,0,1,610,3.0,506,0,156,0,184,68
315,0,-1,0,4,599,3.9,3163,2,826,0,71,61
316,0,-1,0,5,1656,4.1,4882,2,826,0,63,83
317,0,-1,0,5,160,3.6,256,0,36,0,183,24
318,0,-1,0,5,299,3.6,297,1,392,0,187,19
319,0,-1,0,5,600,4.8,2374,2,250,0,148,80
320,0,-1,0,1,507,3.8,2521,0,250,0,11,74
321,0,-1,0,4,1633,4.0,679,2,250,0,134,12
322,0,-1,0,4,908,4.2,464,2,840,0,66,27
323,0,-1,0,5,323,4.2,4238,0,276,0,128,67
324,0,-1,0,5,1636,3.4,1380,2,250,0,182,45
325,0,-1,0,3,1654,3.9,3641,0,392,0,15,76
326,0,-1,0,5,65,3.0,1864,1,826,0,184,47
327,0,-1,0,2,203,3.8,4448,0,276,0,115,82
328,0,-1,0,2,1130,3.6,1544,0,36,0,31,27
329,0,-1,0,1,1420,4.1,1887,0,276,0,10,15
330,0,-1,0,3,544,3.7,2314,2,250,0,84,48
331,0,-1,0,1,785,4.7,2947,1,392,0,62,77
332,0,-1,0,2,1857,4.1,1098,2,156,0,16,45
333,0,-1,0,5,1843,4.7,4299,1,826,0,44,73
334,0,-1,0,2,406,4.1,1423,1,276,0,123,67
335,0,-1,0,4,299,3.3,1800,0,276,0,138,63
336,0,-1,0,1,1360,4.4,2875,0,276,0,165,45
337,0,-1,0,4,1501,3.5,249,2,826,0,119,39
338,0,-1,0,5,252,3.2,4427,0,840,0,27,54
339,0,-1,0,2,1203,3.9,4117,2,276,0,185,63
340,0,-1,0,1,1092,3.1,4756,0,840,0,52,76
341,0,-1,0,3,1643,3.6,2361,0,826,0,61,88
342,0,-1,0,2,642,3.9,935,1,156,0,146,56
343,0,-1,0,4,1881,3.2,3672,1,826,0,69,75
344,0,-1,0,5,775,4.9,158,1,392,0,104,74
345,0,-1,0,3,147,4.6,2224,0,156,0,36,55
346,0,-1,0,5,1244,4.6,3042,1,156,0,192,73
347,0,-1,0,5,1967,4.6,1808,1,36,0,141,30
348,0,-1,0,2,1228,3.4,1128,1,840,0,27,13
349,0,-1,0,4,78,4.0,2157,0,840,0,88,66
350,0,-1,0,1,1002,4.1,3776,0,36,0,37,59
351,0,-1,0,3,82,3.3,4725,0,250,0,113,14
352,0,-1,0,5,1441,3.3,1428,1,840,0,79,27
353,0,-1,0,1,269,3.5,1793,2,826,0,46,88
354,0,-1,0,4,950,4.7,3748,1,156,0,30,33
355,0,-1,0,2,434,3.5,2096,2,36,0,11,64
356,0,-1,0,5,1165,3.8,1144,1,36,0,126,44
357,0,-1,0,1,1814,3.4,896,0,156,0,81,64
358,0,-1,0,3,69,3.1,2068,2,36,0,199,19
359,0,-1,0,3,110,4.4,2527,1,840,0,96,44
360,0,-1,0,4,217,3.6,3721,2,156,0,153,20
361,0,-1,0,5,972,4.1,3755,1,392,0,100,63
362,0,-1,0,4,938,3.4,4695,1,250,0,59,67
363,0,-1,0,3,453,4.0,816,0,156,0,61,33
364,0,-1,0,4,1008,3.1,2768,2,392,0,94,34
365,0,-1,0,2,73,4.6,243,2,250,0,186,43
366,0,-1,0,2,506,4.4,148,2,392,0,82,66
367,0,-1,0,1,874,2.8,635,2,392,0,179,89
368,0,-1,0,5,1985,4.4,3643,0,840,0,195,81
369,0,-1,0,2,168,4.2,1734,1,840,0,196,76
370,0,-1,0,5,1994,4.4,3958,2,156,0,84,85
371,0,-1,0,1,1289,4.1,3984,2,36,0,155,19
372,0,-1,0,2,624,3.6,1177,2,840,0,159,63
373,0,-1,0,5,32,3.8,1547,1,840,0,154,30
374,0,-1,0,5,760,4.0,2439,1,36,0,79,42
375,0,-1,0,4,357,3.3,4160,0,276,0,120,67
376,0,-1,0,5,1560,4.5,1053,0,276,0,112,26
377,0,-1,0,5,555,3.7,2020,1,36,0,92,19
378,0,-1,0,4,1417,4.6,2020,0,156,0,145,27
379,0,-1,0,3,1473,4.7,4279,0,36,0,57,15
380,0,-1,0,4,1518,4.7,601,1,250,0,124,11
381,0,-1,0,1,1347,2.9,4294,1,276,0,196,84
382,0,-1,0,3,1900,4.9,2290,1,840,0,43,25
383,0,-1,0,3,395,4.6,601,0,826,0,192,42
384,0,-1,0,1,177,3.7,615,2,392,0,143,16
385,0,-1,0,1,453,3.6,883,2,840,0,148,85
386,0,-1,0,1,1311,3.0,1534,2,36,0,79,18
387,0,-1,0,2,1689,2.8,2892,2,826,0,113,78
388,0,-1,0,3,1857,3.5,4621,1,392,0,53,64
389,0,-1,0,3,228,4.0,1344,2,156,0,51,86
390,0,-1,0,3,1776,3.5,4752,2,840,0,28,20
391,0,-1,0,4,303,3.1,1484,0,250,0,194,48
392,0,-1,0,4,1069,3.9,4796,0,826,0,19,80
393,0,-1,0,4,113,2.9,3156,2,276,0,14,59
394,0,-1,0,2,1320,4.5,2158,1,392,0,114,10
395,0,-1,0,3,1298,2.9,1629,2,840,0,120,77
396,0,-1,0,2,416,4.1,172,1,840,0,85,34
397,0,-1,0,5,1955,2.8,3522,0,392,0,91,51
398,0,-1,0,4,707,4.3,1277,2,156,0,69,73
399,0,-1,0,5,147,4.1,3278,2,840,0,150,32
400,0,-1,0,1,905,4.1,2869,1,840,0,154,12
401,0,-1,0,2,803,4.5,3540,2,392,0,17,72
402,0,-1,0,2,1779,3.0,583,2,156,0,194,53
403,0,-1,0,3,1723,4.9,1164,0,156,0,37,37
404,0,-1,0,1,360,3.8,1854,1,36,0,103,47
405,0,-1,0,5,93,3.9,2443,2,36,0,73,76
406,0,-1,0,2,494,2.8,1830,1,276,0,170,30
407,0,-1,0,3,267,4.4,1134,0,250,0,75,55
408,0,-1,0,5,1729,4.4,4782,2,156,0,136,61
409,0,-1,0,4,869,3.8,2673,2,250,0,67,59
410,0,-1,0,4,990,3.1,1992,2,36,0,132,63
411,0,-1,0,2,1407,3.3,1845,1,36,0,104,79
412,0,-1,0,4,1130,3.6,2269,2,250,0,110,45
413,0,-1,0,5,150,2.9,370,1,826,0,86,26
414,0,-1,0,2,1216,4.4,2782,0,156,0,93,29
415,0,-1,0,4,745,3.8,4185,2,156,0,154,57
416,0,-1,0,4,919,4.4,1041,1,36,0,63,53
417,0,-1,0,4,561,3.2,2636,0,826,0,43,86
418,0,-1,0,3,1416,3.4,2483,2,276,0,63,21
419,0,-1,0,3,1365,3.3,2680,1,276,0,48,86
420,0,-1,0,2,516,4.5,2376,2,840,0,111,15
421,0,-1,0,1,1192,3.2,1102,2,250,0,82,88
422,0,-1,0,2,1756,2.9,640,0,156,0,39,41
423,0,-1,0,5,416,3.2,1254,2,250,0,186,55
424,0,-1,0,3,467,4.2,4935,0,156,0,13,74
425,0,-1,0,1,1832,4.8,1887,2,826,0,178,71
426,0,-1,0,4,656,4.3,4733,2,826,0,77,86
427,0,-1,0,5,261,4.4,3228,2,156,0,195,62
428,0,-1,0,1,1031,4.8,3839,2,250,0,85,44
429,0,-1,0,5,320,4.0,4435,2,840,0,38,23
430,0,-1,0,4,172,3.0,3862,2,276,0,50,46
431,0,-1,0,4,1460,4.1,3218,0,156,0,186,56
432,0,-1,0,5,1258,4.0,3489,0,826,0,147,17
433,0,-1,0,1,336,3.7,2996,0,156,0,13,75
434,0,-1,0,3,368,4.8,4141,2,276,0,78,35
435,0,-1,0,2,1840,4.7,773,2,250,0,172,12
436,0,-1,0,5,1031,3.0,4657,1,840,0,106,13
437,0,-1,0,1,1072,3.4,4097,1,826,0,10,61
438,0,-1,0,3,1925,3.8,499,2,392,0,77,47
439,0,-1,0,5,604,4.3,1255,0,840,0,41,89
440,0,-1,0,5,1908,3.7,2504,1,840,0,123,13
441,0,-1,0,2,598,4.3,3404,1,826,0,107,21
442,0,-1,0,5,1839,3.0,908,1,840,0,29,62
443,0,-1,0,1,156,3.6,200,0,250,0,42,52
444,0,-1,0,3,1355,4.2,1144,0,826,0,20,46
445,0,-1,0,4,1645,4.0,3300,1,156,0,137,75
446,0,-1,0,2,169,4.1,3348,0,840,0,134,42
447,0,-1,0,3,539,2.9,3618,0,826,0,124,21
448,0,-1,0,1,1371,3.1,3086,0,156,0,145,28
449,0,-1,0,1,1920,4.5,1200,2,392,0,74,79
450,0,-1,0,1,665,3.9,4468,2,36,0,36,70
451,0,-1,0,4,923,4.7,577,0,250,0,189,49
452,0,-1,0,2,979,3.2,4073,1,250,0,148,54
453,0,-1,0,3,377,3.2,2693,0,250,0,196,41
454,0,-1,0,5,381,4.8,2263,1,156,0,110,57
455,0,-1,0,5,417,4.8,1895,0,250,0,177,61
456,0,-1,0,3,484,2.9,844,1,840,0,11,66
